counter,Latitude,Longitude,District,Errors
5416,-8.38676969,33.23057917,Chunya,0
5417,-2.55455159,33.05435487,Magu,0
5418,-3.36522504,36.96142456,Meru,0
5419,-6.42214586,31.22106859,Mlele,0
5420,-3.34593772,37.57964103,Moshi,0
5421,-2.48740273,32.9023675,Ilemela,0
5422,-6.18077536,39.2361563,Magharibi,0
5423,-6.17597303,39.24531011,Magharibi,0
5424,-3.1503838,32.37062596,Geita,0
5425,-7.68106276,31.55998685,Sumbawanga Rural,0
5426,-7.85068506,31.43690853,Nkasi,0
5427,-2.03685383,33.02779418,Ukerewe,0
5428,-6.90132527,37.49383954,Mvomero,0
5429,-5.13053227,38.97554923,Tanga,0
5430,-7.5933783,31.2699457,Nkasi,0
5431,-4.80884,34.75366195,Singida Urban,0
5432,-1.59190506,31.1421653,Karagwe,0
5433,-3.15292202,33.66193607,Maswa,0
5434,-2.8793695,32.23338898,Geita,0
5435,-5.88408735,36.44583391,Kongwa,0
5436,-5.73852572,34.83977051,Manyoni,0
5437,-2.56030916,32.65452622,Sengerema,0
5438,-3.75035994,33.13499921,Shinyanga Rural,0
5439,-1.3933032,34.40193759,Tarime,0
5440,-6.74389415,38.93119476,Kibaha Urban,0
5441,-9.00608757,32.8174757,Mbozi,0
5442,-2.53356216,33.19510549,Magu,0
5443,-11.04912973,34.76142281,Mbinga,0
5444,-4.87383809,36.79186895,Kiteto,0
5445,-10.73065727,39.786672,Mtwara Rural,0
5446,-2.45801556,32.91610417,Ilemela,0
5447,-3.53566277,32.41696666,Kahama,0
5448,-6.17368955,36.02754649,Chamwino,0
5449,-8.58658856,35.20825435,Mufindi,0
5450,-5.07268249,32.09589103,Urambo,0
5451,-2.8509484,32.5491066,Geita,0
5452,-3.00577344,37.58700201,Rombo,0
5453,-8.76825943,31.94957734,Kalambo,0
5454,-7.32680746,35.5429631,Iringa Rural,0
5455,-2.87657124,32.24551331,Geita,0
5456,-2.85012375,32.52440126,Geita,0
5457,-5.2462129,39.78165478,Chake Chake,0
5458,-11.13349634,38.6059081,Nanyumbu,0
5459,-2.3166904,32.68380612,Sengerema,0
5460,-7.52667885,39.2943986,Mkuranga,0
5461,-6.08546347,39.22270047,Magharibi,0
5462,-4.79505191,38.29227131,Lushoto,0
5463,-5.60594692,36.56206718,Kiteto,0
5464,-10.13096543,39.13975775,Lindi Rural,0
5465,-2.01836589,33.46896328,Bunda,0
5466,-8.90532169,33.41248302,Mbeya Urban,0
5467,-3.74992313,33.13395654,Shinyanga Rural,0
5468,-4.73528292,38.3456407,Lushoto,0
5469,-1.85423902,31.59034233,Muleba,0
5470,-7.78601279,31.6819152,Sumbawanga Rural,0
5471,-4.61611439,34.57791832,Mkalama,0
5472,-1.72856339,33.96951877,Butiama,0
5473,-2.91033369,32.16080573,Geita,0
5474,-6.87326504,38.57136601,Kibaha,0
5475,-6.58729025,36.0819753,Mpwapwa,0
5476,-10.94253526,39.24206537,Newala,0
5477,-6.16483027,35.89120311,Dodoma Urban,0
5478,-5.56352044,37.32532224,Kilindi,0
5479,-8.30293525,35.2986704,Mafinga Township Authority,0
5480,-6.67969723,39.20546397,Kinondoni,0
5481,-8.53708773,32.94156863,Chunya,0
5482,-3.64927302,32.21778906,Mbogwe,0
5483,-4.77600302,33.23665613,Nzega,0
5484,-1.18194981,31.42415926,Missenyi,0
5485,-8.08707593,36.68063814,Kilombero,0
5486,-5.88258264,36.44689527,Kongwa,0
5487,-8.41226931,35.36499424,Mufindi,0
5488,-1.34152503,34.38443843,Tarime,0
5489,-9.48956554,33.27217592,Ileje,0
5490,-10.67235929,35.6407256,Songea Urban,0
5491,-3.30389055,37.50818998,Moshi,0
5492,-2.48480946,32.98562227,Ilemela,0
5493,-5.06473209,34.90404347,Ikungi,0
5494,-8.95303515,32.56281483,Momba,0
5495,-5.77389946,37.2510596,Kilindi,0
5496,-8.86882307,34.95339238,Makambako Township Authority,0
5497,-6.52092338,38.50731736,Bagamoyo,0
5498,-6.88522624,39.154642,Ilala,0
5499,-7.97965326,31.63676903,Sumbawanga Urban,0
5500,-4.18496182,35.02101442,Mbulu,0
5501,-3.3758048,36.84833758,Meru,0
5502,-10.69119551,39.79964971,Mtwara Rural,0
5503,-3.41981389,34.09799851,Maswa,0
5504,-2.85512687,30.54398657,Ngara,0
5505,-3.22770745,31.87252888,Mbogwe,0
5506,-5.89738452,35.21040767,Manyoni,0
5507,-3.11003135,32.72926321,Nyang'wale,0
5508,-9.91048818,38.99503266,Ruangwa,0
5509,-6.15574118,39.21213779,Mjini,0
5510,-6.58167923,39.07804893,Bagamoyo,0
5511,-10.67065218,35.54000778,Songea Urban,0
5512,-8.76607362,31.84183563,Kalambo,0
5513,-7.67989156,31.56268005,Sumbawanga Rural,0
5514,-7.99416351,31.79542121,Sumbawanga Urban,0
5515,-3.37272319,36.6640703,Arusha Urban,0
5516,-6.22716796,39.24086992,Magharibi,0
5517,-3.38370845,35.89435492,Monduli,0
5518,-8.82103645,36.2518975,Ulanga,0
5519,-8.2465224,31.6842035,Sumbawanga Rural,0
5520,-2.61061234,32.07095719,Geita,0
5521,-8.91898519,33.52861463,Mbeya Urban,0
5522,-5.03846342,36.23316589,Chemba,0
5523,-5.24599657,39.78135711,Chake Chake,0
5524,-4.60463728,34.93537177,Singida,0
5525,-2.62535922,31.83684145,Chato,0
5526,-2.11264456,32.87677587,Ukerewe,0
5527,-5.00321989,34.75786368,Ikungi,0
5528,-3.0789677,33.34661804,Kwimba,0
5529,-8.84727708,34.82329421,Makambako Township Authority,0
5530,-5.22615932,35.17877033,Chemba,0
5531,-4.21083389,35.7649343,Babati Urban,0
5532,-5.03506193,36.24059737,Chemba,0
5533,-3.82737699,30.63675333,Kibondo,0
5534,-3.20184075,37.20453956,Hai,0
5535,-8.58867778,35.15489112,Mufindi,0
5536,-6.81820508,39.08535807,Kinondoni,0
5537,-6.88868144,39.16071716,Ilala,0
5538,-4.6073989,34.46328971,Iramba,0
5539,-5.74825976,34.82973857,Manyoni,0
5540,-3.40631575,36.68203715,Arusha Urban,0
5541,-5.88857674,39.24986737,Kaskazini A,0
5542,-4.57773097,30.30206539,Kasulu,0
5543,-4.2917293,35.85864084,Babati,0
5544,-5.38832263,39.67392209,Mkoani,0
5545,-8.01659755,31.60299671,Sumbawanga Urban,0
5546,-7.78422309,35.66306683,Iringa Urban,0
5547,-8.97537815,33.94993529,Makete,0
5548,-5.98193212,39.28685024,Kaskazini B,0
5549,-3.6176619,33.8164533,Kishapu,0
5550,-1.2586026,30.68012146,Kyerwa,0
5551,-4.88988884,29.64786967,Kigoma Municipal-Ujiji,0
5552,-9.10531703,33.18400335,Mbozi,0
5553,-4.87284384,38.45604752,Lushoto,0
5554,-6.27202765,31.12981061,Mlele,0
5555,-10.19742526,38.5626536,Nachingwea,0
5556,-10.40438846,40.17668227,Mtwara Rural,0
5557,-10.78197115,39.54960833,Tandahimba,0
5558,-1.70219321,34.30119523,Serengeti,0
5559,-9.60185956,33.86508574,Kyela,0
5560,-4.43558696,30.0271541,Buhigwe,0
5561,-7.24416282,37.7341106,Morogoro,0
5562,-8.46034049,32.15877854,Sumbawanga Rural,0
5563,-7.7422844,35.87252948,Kilolo,0
5564,-2.60252345,33.41967758,Magu,0
5565,-8.6876136,36.7081851,Ulanga,0
5566,-3.37053277,36.73663733,Arusha Urban,0
5567,-3.37018207,36.96537404,Meru,0
5568,-4.19881416,32.32812936,Kahama,0
5569,-9.17326989,32.86561407,Mbozi,0
5570,-8.31682012,35.55152417,Mufindi,0
5571,-9.15323931,33.48425148,Rungwe,0
5572,-4.77619421,33.23844447,Nzega,0
5573,-8.76821454,31.84216412,Kalambo,0
5574,-2.61096237,32.07098941,Geita,0
5575,-2.39056671,33.08666177,Magu,0
5576,-1.85797024,33.70016803,Musoma,0
5577,-6.14151623,39.24033919,Magharibi,0
5578,-4.07306233,37.99156216,Same,0
5579,-2.85781004,30.53609096,Ngara,0
5580,-7.43064146,31.38391825,Mlele,0
5581,-5.32190839,34.51835976,Ikungi,0
5582,-6.70094746,39.1881781,Kinondoni,0
5583,-8.92700651,33.50979981,Mbeya Urban,0
5584,-5.18288367,38.78856874,Muheza,0
5585,-7.47456363,35.9684211,Kilolo,0
5586,-6.08561459,39.33035583,Kati,0
5587,-4.00005859,34.54300401,Mkalama,0
5588,-2.57414581,33.27293888,Magu,0
5589,-10.91905435,38.00589931,Tunduru,0
5590,-6.90550913,39.16962379,Ilala,0
5591,-10.28333828,40.11616794,Mtwara Urban,0
5592,-10.347725,40.25507458,Mtwara Rural,0
5593,-6.88274364,39.25325683,Temeke,0
5594,-3.5282203,33.12077853,Shinyanga Rural,0
5595,-10.45126787,39.41312089,Tandahimba,0
5596,-6.13045481,39.30268952,Kati,0
5597,-5.97084587,39.19677074,Kaskazini B,0
5598,-6.21101834,39.38459228,Kati,0
5599,-10.28667376,40.11656566,Mtwara Urban,0
5600,-6.13147121,39.30316883,Kati,0
5601,-2.55600801,30.61176634,Ngara,0
5602,-2.01347864,33.94616263,Bunda,0
5603,-4.14104541,32.88048207,Nzega,0
5604,-9.00225826,34.5493302,Wanging'ombe,0
5605,-7.65496569,35.45952622,Iringa Rural,0
5606,-2.98725288,34.19150629,Itilima,0
5607,-8.25350329,31.36170065,Kalambo,0
5608,-3.8205891,37.45850014,Simanjiro,0
5609,-3.2644376,37.61519785,Rombo,0
5610,-7.91091978,39.67019722,Mafia,0
5611,-10.7153986,39.99412924,Mtwara Rural,0
5612,-6.09187023,39.42263504,Kati,0
5613,-2.49748226,33.54451051,list index out of range,1
5614,-8.95909732,33.93340895,Makete,0
5615,-8.60043152,31.2859378,Kalambo,0
5616,-6.81523781,39.15229698,Kinondoni,0
5617,-9.48843658,33.27071048,Ileje,0
5618,-2.66445741,32.63949682,Sengerema,0
5619,-8.63573272,31.42956381,Kalambo,0
5620,-9.86241819,38.89524736,Ruangwa,0
5621,-6.81916241,39.27425199,Ilala,0
5622,-7.83688226,38.34440736,Rufiji,0
5623,-9.27050935,33.36343695,Mbeya Rural,0
5624,-7.77728969,35.20150622,Iringa Rural,0
5625,-4.81640423,32.88423553,Uyui,0
5626,-3.31735605,36.70501087,Arusha,0
5627,-3.37373411,36.84812602,Meru,0
5628,-1.25392257,31.65074691,Missenyi,0
5629,-9.01148409,33.00591681,Mbozi,0
5630,-10.40454718,40.18555071,Mtwara Rural,0
5631,-4.80962266,34.7532635,Singida Urban,0
5632,-3.45532824,35.69655788,Karatu,0
5633,-2.07739887,32.93740395,Ukerewe,0
5634,-7.86530078,35.40720965,Iringa Rural,0
5635,-3.22662269,31.8709645,Mbogwe,0
5636,-4.64921711,35.04236437,Singida,0
5637,-1.8468408,31.535374,Muleba,0
5638,-8.68779515,36.71412219,Ulanga,0
5639,-6.8672311,39.28457287,Temeke,0
5640,-10.85659871,39.27897104,Newala,0
5641,-10.36190728,40.10395872,Mtwara Rural,0
5642,-4.00515392,34.51344887,Mkalama,0
5643,-5.01200746,32.80285023,Tabora Urban,0
5644,-10.66963331,35.55157329,Songea Urban,0
5645,-2.7174757,33.13958542,Misungwi,0
5646,-2.85529002,30.53639432,Ngara,0
5647,-2.68107028,30.58010879,Ngara,0
5648,-3.28640052,37.37153334,Moshi,0
5649,-4.51585453,34.18588561,Iramba,0
5650,-7.08429037,31.33755806,Mlele,0
5651,-1.2563344,30.68142908,Kyerwa,0
5652,-5.34568201,36.43240812,Kiteto,0
5653,-10.25777883,39.92186269,Mtwara Rural,0
5654,-3.869448,32.76153639,Kahama Township Authority,0
5655,-3.90575116,35.81438513,Babati,0
5656,-6.81303428,39.10986503,Kinondoni,0
5657,-5.60196927,38.27828005,Handeni,0
5658,-10.79202974,38.3194394,Nanyumbu,0
5659,-7.9146224,35.60356404,Iringa Rural,0
5660,-2.50605149,32.91063594,Nyamagana,0
5661,-4.44283385,34.87364969,Singida,0
5662,-2.12354873,33.05985,Ukerewe,0
5663,-9.18492541,33.71529258,Rungwe,0
5664,-3.34400681,36.35790462,Monduli,0
5665,-7.77511648,35.69344768,Iringa Urban,0
5666,-8.53488331,34.43047082,Mbarali,0
5667,-4.30233242,33.89077201,Igunga,0
5668,-8.5682975,32.1260495,Sumbawanga Rural,0
5669,-8.91756152,39.52224017,Kilwa,0
5670,-3.13393215,32.90615213,Misungwi,0
5671,-8.1893901,31.8501085,Sumbawanga Rural,0
5672,-7.80013458,35.84360849,Kilolo,0
5673,-9.58273621,33.73160407,Kyela,0
5674,-2.64442779,35.59028484,Ngorongoro,0
5675,-10.93617466,39.28498914,Newala,0
5676,-6.75102941,38.9348865,Kibaha Urban,0
5677,-2.1971689,31.44589276,Muleba,0
5678,-5.03585803,34.75394721,Ikungi,0
5679,-4.82053654,39.08870395,Mkinga,0
5680,-2.65460302,32.78067494,Sengerema,0
5681,-3.35028524,35.79138867,Karatu,0
5682,-4.14570681,32.88506803,Nzega,0
5683,-11.02977243,39.2560531,Masasi,0
5684,-5.03335107,34.75184082,Ikungi,0
5685,-2.87836637,32.23374681,Geita,0
5686,-6.2250618,39.23876676,Magharibi,0
5687,-7.14002923,39.06322105,Mkuranga,0
5688,-2.74807229,33.23073613,Kwimba,0
5689,-6.88081769,39.28666245,Temeke,0
5690,-5.17175069,38.46690203,Korogwe Township Authority,0
5691,-8.82517972,33.85333223,Mbarali,0
5692,-6.16701818,35.64029437,Dodoma Urban,0
5693,-11.21132633,34.97700911,Nyasa,0
5694,-6.83657603,39.18507906,Ilala,0
5695,-3.56701762,36.94638563,Meru,0
5696,-10.51201689,38.99153777,Masasi,0
5697,-2.03654226,33.02254537,Ukerewe,0
5698,-5.05198452,35.86283677,Chemba,0
5699,-5.1814352,38.79019126,Muheza,0
5700,-4.07894997,37.13663528,Simanjiro,0
5701,-4.31374649,35.74533937,Babati Urban,0
5702,-9.02877885,32.46728147,Momba,0
5703,-6.1651529,39.20857991,Mjini,0
5704,-7.83330263,33.35182114,Chunya,0
5705,-2.63804542,32.65698957,Sengerema,0
5706,-4.84472043,29.74441643,Kigoma Rural,0
5707,-1.95664936,35.34763424,Ngorongoro,0
5708,-8.48238705,32.08584711,Sumbawanga Rural,0
5709,-5.01677739,32.81008163,Tabora Urban,0
5710,-7.95783386,31.61861821,Sumbawanga Urban,0
5711,-10.49622474,39.32281246,Newala,0
5712,-2.74215372,31.62913022,Chato,0
5713,-5.73872068,34.84144727,Manyoni,0
5714,-9.65576064,33.9035053,Kyela,0
5715,-4.8406414,38.41406285,Lushoto,0
5716,-10.17096928,39.858766,Lindi Rural,0
5717,-9.08379529,34.65327841,Wanging'ombe,0
5718,-4.61742406,34.57776316,Mkalama,0
5719,-3.87122656,35.65139845,Mbulu,0
5720,-2.04060871,33.83490067,Bunda,0
5721,-3.36853428,36.73276122,Arusha Urban,0
5722,-5.19301199,38.76375782,Muheza,0
5723,-3.42608387,30.73259574,Kakonko,0
5724,-3.34191372,36.35978679,Monduli,0
5725,-7.5703979,36.10786673,Kilolo,0
5726,-7.12107554,39.20408238,Mkuranga,0
5727,-7.38750161,31.36456755,Mlele,0
5728,-6.4133636,35.10618032,Manyoni,0
5729,-3.39775839,35.50315418,Karatu,0
5730,-3.1324205,33.49611478,Maswa,0
5731,-8.78654722,34.9614876,Mufindi,0
5732,-6.07276125,36.64466035,Kongwa,0
5733,-10.91761026,38.00208674,Tunduru,0
5734,-10.25689201,40.19597471,list index out of range,1
5735,-3.63070711,34.26759162,Meatu,0
5736,-5.71738885,38.23733277,Handeni,0
5737,-2.71288333,32.7253099,Sengerema,0
5738,-4.90612253,35.78073913,Kondoa,0
5739,-9.58851269,33.86064736,Kyela,0
5740,-8.57180633,33.45541144,Chunya,0
5741,-1.33127635,33.81402993,Rorya,0
5742,-10.82880439,34.88719635,Mbinga,0
5743,-2.7072203,32.72425896,Sengerema,0
5744,-6.881623333,39.26408667,Temeke,0
5745,-2.87760825,32.24636682,Geita,0
5746,-11.04335926,37.43354674,Tunduru,0
5747,-2.71097628,32.72526286,Sengerema,0
5748,-9.1051733,33.184024,Mbozi,0
5749,-1.43373317,34.59276014,Tarime,0
5750,-2.98053086,34.25861688,Itilima,0
5751,-9.35996405,34.76502927,Njombe Urban,0
5752,-6.14907037,39.21450762,Mjini,0
5753,-8.001363,35.84607965,Kilolo,0
5754,-7.78755945,31.68277929,Sumbawanga Rural,0
5755,-10.68370252,38.8793186,Masasi Township Authority,0
5756,-7.04977351,39.02210079,Kisarawe,0
5757,-4.20999479,35.77512267,Babati Urban,0
5758,-3.87123362,35.65128659,Mbulu,0
5759,-6.59942624,38.54590528,Bagamoyo,0
5760,-6.27050147,31.12855787,Mlele,0
5761,-3.34006678,36.83046898,Meru,0
5762,-1.23468594,34.22763692,Rorya,0
5763,-9.16564632,33.54248401,Rungwe,0
5764,-6.16339129,35.75747889,Dodoma Urban,0
5765,-3.43137667,31.5147291,Bukombe,0
5766,-7.85218646,31.17652687,Nkasi,0
5767,-9.33678501,34.76600829,Njombe Urban,0
5768,-6.75112511,36.46961373,Mpwapwa,0
5769,-7.77506974,31.10247967,Nkasi,0
5770,-9.60114156,33.86537865,Kyela,0
5771,-9.02915165,32.46761551,Momba,0
5772,-2.57652114,32.13575108,Geita,0
5773,-3.27977655,37.5138265,Moshi,0
5774,-10.68469273,39.59201938,Tandahimba,0
5775,-8.12832179,30.96701063,Nkasi,0
5776,-7.76924156,36.9154437,Kilombero,0
5777,-6.14899386,39.21404912,Mjini,0
5778,-2.77767635,33.79525865,Bariadi,0
5779,-5.18514491,38.76967888,Muheza,0
5780,-6.34589072,31.06962511,Mpanda Urban,0
5781,-3.27034174,31.66162908,Bukombe,0
5782,-9.35320344,34.7725123,Njombe Urban,0
5783,-6.81302861,37.68264838,Morogoro Urban,0
5784,-6.81691648,39.08403869,Kinondoni,0
5785,-10.76054848,39.11531718,Masasi,0
5786,-9.32931411,33.69877239,Rungwe,0
5787,-3.34913345,36.70677526,Arusha,0
5788,-6.86678752,39.27552863,Temeke,0
5789,-3.37119402,36.6797096,Arusha Urban,0
5790,-6.73457465,38.84880556,Kibaha Urban,0
5791,-3.52309429,35.34585764,Karatu,0
5792,-10.89734111,39.63177778,Tandahimba,0
5793,-4.844221,29.96458462,Kasulu,0
5794,-6.88105223,39.28675386,Temeke,0
5795,-6.56990409,35.5170823,Chamwino,0
5796,-10.93538935,34.99659956,Mbinga,0
5797,-4.67773557,35.95596088,Kondoa,0
5798,-8.85914665,34.01344562,Mbarali,0
5799,-10.45253921,39.41365974,Tandahimba,0
5800,-4.33517431,35.40322936,Babati,0
5801,-3.73260463,32.68228823,Kahama Township Authority,0
5802,-10.69528011,39.39858378,Newala,0
5803,-3.45713281,35.69486272,Karatu,0
5804,-7.78602517,31.68189048,Sumbawanga Rural,0
5805,-2.04467226,33.84280357,Bunda,0
5806,-10.20426974,38.84248066,Nachingwea,0
5807,-10.67111259,35.53851056,Songea Urban,0
5808,-5.05908658,39.7219318,Wete,0
5809,-5.38822215,39.6739801,Mkoani,0
5810,-11.04037011,37.18247125,Tunduru,0
5811,-3.87175438,35.65166117,Mbulu,0
5812,-9.5862185,33.85971677,Kyela,0
5813,-5.9782298,39.3105423,Kaskazini A,0
5814,-5.07491799,38.45302107,Korogwe,0
5815,-10.20369994,38.6194335,Nachingwea,0
5816,-8.86296656,34.01196031,Mbarali,0
5817,-10.84747614,39.69924523,Tandahimba,0
5818,-4.42037732,34.75695586,Mkalama,0
5819,-3.86441324,32.60991323,Kahama Township Authority,0
5820,-6.08691945,39.22195322,Magharibi,0
5821,-3.24988214,33.43952581,Maswa,0
5822,-4.29238961,35.55157836,Hanang,0
5823,-6.92704712,37.77143791,Morogoro,0
5824,-6.79931878,39.0529747,Kinondoni,0
5825,-3.26087265,37.61350165,Rombo,0
5826,-2.84998311,32.89019679,Misungwi,0
5827,-2.6304327,32.94981413,Nyamagana,0
5828,-8.20523887,35.99786947,Kilolo,0
5829,-10.18352991,40.01336935,Mtwara Rural,0
5830,-7.79892206,35.84053716,Kilolo,0
5831,-5.28188481,35.08554697,Ikungi,0
5832,-10.69276649,39.80402535,Mtwara Rural,0
5833,-6.53281059,38.99025596,Bagamoyo,0
5834,-9.05617147,34.64600463,Wanging'ombe,0
5835,-6.79024324,39.02040577,Kinondoni,0
5836,-3.27296595,32.79082584,Shinyanga Rural,0
5837,-6.18265327,39.24185538,Magharibi,0
5838,-5.18768244,34.5994812,Ikungi,0
5839,-7.84099112,35.6403001,Iringa Rural,0
5840,-10.90179656,39.63910552,Tandahimba,0
5841,-2.28600364,32.26847591,Sengerema,0
5842,-6.81571486,39.27313528,Ilala,0
5843,-7.78150837,35.69249778,Iringa Urban,0
5844,-8.5664405,32.1264224,Sumbawanga Rural,0
5845,-10.25153957,38.69613691,Nachingwea,0
5846,-4.07825044,37.13723407,Simanjiro,0
5847,-3.16595234,35.98017293,Monduli,0
5848,-1.38691736,34.62133331,Tarime,0
5849,-10.23808196,39.47151754,Lindi Rural,0
5850,-3.74303923,33.83710954,Kishapu,0
5851,-1.96500187,32.9173531,Ukerewe,0
5852,-6.12437074,39.21937122,Magharibi,0
5853,-4.19867658,30.48869094,Kasulu,0
5854,-9.00053509,32.81162537,Mbozi,0
5855,-2.40376933,32.32858897,Sengerema,0
5856,-1.97190044,32.91435333,Ukerewe,0
5857,-3.34552151,37.30220283,Moshi Municipal,0
5858,-3.30412812,37.51191297,Moshi,0
5859,-6.83334156,39.240945,Ilala,0
5860,-7.48130066,31.18911018,Nkasi,0
5861,-2.0266557,33.01778836,Ukerewe,0
5862,-6.53629404,38.99211063,Bagamoyo,0
5863,-2.94458888,34.15847094,Itilima,0
5864,-2.81943672,33.56035219,Kwimba,0
5865,-10.84442317,39.69986857,Tandahimba,0
5866,-3.59483425,32.60870573,Kahama,0
5867,-10.7178817,38.77044785,Masasi Township Authority,0
5868,-10.72581291,38.80593736,Masasi Township Authority,0
5869,-5.07527028,39.10357118,Tanga,0
5870,-9.47978449,34.64961933,Njombe Urban,0
5871,-7.93955814,31.6282769,Sumbawanga Urban,0
5872,-9.86020836,38.89414236,Ruangwa,0
5873,-9.33803074,34.76830585,Njombe Urban,0
5874,-4.85585562,34.83672496,Singida Urban,0
5875,-8.89656622,31.69141202,Kalambo,0
5876,-1.32436597,31.79121958,Bukoba Urban,0
5877,-3.35222028,37.34940345,Moshi Municipal,0
5878,-6.14849441,39.21423842,Mjini,0
5879,-5.74648027,34.82545877,Manyoni,0
5880,-4.08963166,34.73678431,Mkalama,0
5881,-4.59569908,34.46248231,Iramba,0
5882,-5.11144025,31.04247992,Uvinza,0
5883,-3.20963552,32.65732737,Nyang'wale,0
5884,-9.30501023,34.77727757,Njombe Urban,0
5885,-8.6878623,36.70906971,Ulanga,0
5886,-6.87500282,39.26392011,Temeke,0
5887,-2.34342664,32.29625169,Sengerema,0
5888,-6.89815601,37.49571204,Mvomero,0
5889,-6.34598036,31.06954674,Mpanda Urban,0
5890,-6.92301017,39.25719301,Temeke,0
5891,-6.18802493,39.2147483,Mjini,0
5892,-5.18060699,38.79109588,Muheza,0
5893,-10.45301815,39.41321832,Tandahimba,0
5894,-7.9617881,31.6135126,Sumbawanga Urban,0
5895,-8.17680298,35.3878127,Iringa Rural,0
5896,-6.14947367,39.22230652,Magharibi,0
5897,-6.16475574,35.75682821,Dodoma Urban,0
5898,-5.00655731,39.82126382,Micheweni,0
5899,-8.49712506,35.59143359,Mufindi,0
5900,-7.837655,38.34405167,Rufiji,0
5901,-10.25652235,39.92159483,Mtwara Rural,0
5902,-8.9062706,33.45566897,Mbeya Urban,0
5903,-6.39549904,30.9810046,Mpanda Urban,0
5904,-5.0605305,39.73335085,Wete,0
5905,-5.50155909,38.47546416,Handeni,0
5906,-2.77409148,32.70360202,Sengerema,0
5907,-10.79330614,39.42268602,Tandahimba,0
5908,-5.98474761,35.43789481,Bahi,0
5909,-2.84841575,30.53428781,Ngara,0
5910,-3.35528513,36.46673669,Monduli,0
5911,-6.22152153,39.23413392,Magharibi,0
5912,-3.24696599,37.003606,Siha,0
5913,-2.38670098,32.08102953,Sengerema,0
5914,-11.14178322,37.51110287,Tunduru,0
5915,-5.18345427,39.79329775,Wete,0
5916,-4.76111881,34.20091987,Ikungi,0
5917,-3.21281954,37.26093995,Hai,0
5918,-2.64014856,32.65755954,Sengerema,0
5919,-6.31227688,35.87227958,Chamwino,0
5920,-4.66823257,29.99691151,Kasulu Township Authority,0
5921,-8.08988195,35.83680159,Kilolo,0
5922,-9.46440217,33.95028436,Kyela,0
5923,-5.08025739,39.12394207,Tanga,0
5924,-5.25584056,32.36003455,Urambo,0
5925,-3.38613664,36.76422633,Meru,0
5926,-8.92956599,33.50697837,Mbeya Urban,0
5927,-8.82515633,34.95614271,Mufindi,0
5928,-4.45582904,33.95449516,Igunga,0
5929,-5.44504823,38.03469301,Handeni Township Authority,0
5930,-3.37155592,36.68176019,Arusha Urban,0
5931,-4.32479977,37.88669256,Same,0
5932,-4.19955567,32.32487844,Kahama,0
5933,-8.93711366,33.34526829,Mbeya Rural,0
5934,-9.86045711,38.89415335,Ruangwa,0
5935,-6.75859833,39.12666815,Kinondoni,0
5936,-6.32672734,39.55032528,Kusini,0
5937,-4.20088787,30.49303137,Kasulu,0
5938,-6.35978986,37.13732787,Kilosa,0
5939,-5.35009531,37.67781131,Kilindi,0
5940,-5.49154729,29.78297833,Uvinza,0
5941,-1.09902767,34.00790293,Rorya,0
5942,-10.78329798,38.61869648,Masasi,0
5943,-7.8008973,35.84531243,Kilolo,0
5944,-7.38957826,31.36422207,Mlele,0
5945,-7.45383475,31.38630542,Mlele,0
5946,-2.48952493,32.91126635,Ilemela,0
5947,-9.08363254,34.65305726,Wanging'ombe,0
5948,-10.69889863,35.79740136,Songea Rural,0
5949,-8.48799547,32.28743281,Sumbawanga Rural,0
5950,-1.63182775,31.44455412,Bukoba Rural,0
5951,-11.05822793,37.33903499,Tunduru,0
5952,-2.66261123,32.6401267,Sengerema,0
5953,-1.86545198,33.86332752,Butiama,0
5954,-10.24410833,38.25349667,Liwale,0
5955,-3.56107472,33.89026095,Kishapu,0
5956,-3.3730407,36.65884665,Arusha Urban,0
5957,-2.88023283,37.37064856,Longido,0
5958,-8.05306631,35.46734835,Iringa Rural,0
5959,-3.3919844,36.67705069,Arusha Urban,0
5960,-4.56222488,35.66673549,Kondoa,0
5961,-3.52140844,32.39018247,Kahama,0
5962,-7.46945177,36.12687775,Kilolo,0
5963,-3.28481018,32.97971842,Kwimba,0
5964,-4.81535909,34.75377128,Singida Urban,0
5965,-6.92337234,39.25724778,Temeke,0
5966,-8.90459887,34.66899571,Wanging'ombe,0
5967,-3.36431677,35.6662989,Karatu,0
5968,-4.20153615,30.48916554,Kasulu,0
5969,-6.16463874,39.20883851,Mjini,0
5970,-2.56030032,32.92341309,Nyamagana,0
5971,-10.68379358,38.87928103,Masasi Township Authority,0
5972,-5.98356187,39.28264942,Kaskazini B,0
5973,-6.22734332,39.23868621,Magharibi,0
5974,-8.21907611,31.68649561,Sumbawanga Rural,0
5975,-3.68318027,30.59053648,Kibondo,0
5976,-7.69724225,35.62104921,Iringa Rural,0
5977,-5.86101533,35.69548936,Bahi,0
5978,-8.20623588,35.4536459,Iringa Rural,0
5979,-3.72285637,32.68149849,Kahama Township Authority,0
5980,-9.44255273,33.55597871,Ileje,0
5981,-3.49051681,36.8184696,Arusha,0
5982,-7.77382351,35.69311509,Iringa Urban,0
5983,-9.33460306,34.76499681,Njombe Urban,0
5984,-5.70056936,34.4964922,Manyoni,0
5985,-5.2457494,39.7680272,Chake Chake,0
5986,-8.0731311,31.93438528,Sumbawanga Rural,0
5987,-8.5649212,32.12647346,Sumbawanga Rural,0
5988,-5.61884275,32.74562993,Sikonge,0
