region,district,ward,latitude,longitude,onsite_offsite,bank_type,bank_name,bank_name_short,yr_operation_started,number_atms,services_deposits,services_withdrawls,services_bill_payment,services_buy_airtime,other_services,visa_mastercard,umoja_nmb
Dar es Salaam,Ilala,Ukonga,-6.87235,39.18783,Off-site,UMOJA SWITCH ATM,DCB Commercial Bank Plc,DCB,01/11/2012,1,,Yes,,,,Both,Umoja Switch 
Dar es Salaam,Ilala,Ukonga,-6.86626,39.20731,Off-site,Commercial Bank ATM,DCB Commercial Bank Plc,DCB,04/12/2013,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Mwananyamala,-6.79051,39.26357,Off-site,Commercial Bank ATM,DCB Commercial Bank Plc,DCB,28/02/2014,1,,Yes,,,,VISA, 
Dar es Salaam,Ilala,Kisutu,-6.82093,39.28353,Off-site,Commercial Bank ATM,Diamond Trust Bank (Tanzania) Limited,Diamond Trust,01/02/2012,1,,Yes,,,,Both, 
Dar es Salaam,Ilala,Kariakoo,-6.81446,39.27542,Off-site,Commercial Bank ATM,Diamond Trust Bank (Tanzania) Limited,Diamond Trust,06/01/2010,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Magomeni,-6.80819,39.25992,Off-site,Community Bank ATM,Diamond Trust Bank (Tanzania) Limited,Diamond Trust,19/12/2006,1,,Yes,,,,Both,Umoja Switch 
Dar es Salaam,Ilala,Kisutu,-6.80405,39.28703,Off-site,Commercial Bank ATM,Diamond Trust Bank (Tanzania) Limited,Diamond Trust,12/10/2009,1,,Yes,,,,VISA, 
Arusha,Arusha,Kati,-3.37376,36.68926,Off-site,Commercial Bank ATM,Diamond Trust Bank (Tanzania) Limited,Diamond Trust,26/09/2008,1,,Yes,,,,VISA, 
Dar es Salaam,Temeke,Mbagala,-6.91314,39.27007,Off-site,Commercial Bank ATM,Ecobank (Tanzania) Limited,Ecobank,29/07/2011,1,,Yes,,,,Both, 
Dar es Salaam,Ilala,Tabata,-6.82444,39.23098,Off-site,Commercial Bank ATM,Ecobank (Tanzania) Limited,Ecobank,24/01/2012,2,,Yes,,,,Both,Umoja Switch 
Dar es Salaam,Ilala,Kivukoni,-6.8184,39.28982,Off-site,UMOJA SWITCH ATM,Ecobank (Tanzania) Limited,Ecobank,04/09/2012,1,,Yes,,,,,Umoja Switch 
Dar es Salaam,Kinondoni,Manzese,-6.80418,39.24829,Off-site,Commercial Bank ATM,Ecobank (Tanzania) Limited,Ecobank,06/08/2010,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Kawe,-6.79327,39.21134,Off-site,Commercial Bank ATM,Ecobank (Tanzania) Limited,Ecobank,19/10/2013,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Ubungo,-6.79232,39.20905,Off-site,Commercial Bank ATM,Ecobank (Tanzania) Limited,Ecobank,19/08/2011,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Sinza,-6.78656,39.22285,Off-site,Commercial Bank ATM,Ecobank (Tanzania) Limited,Ecobank,11/06/2013,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Ubungo,-6.77417,39.19983,Off-site,Commercial Bank ATM,Ecobank (Tanzania) Limited,Ecobank,30/08/2011,1,,Yes,,,,,Umoja Switch 
Dar es Salaam,Kinondoni,Mikocheni,-6.76933,39.26266,Off-site,Commercial Bank ATM,Ecobank (Tanzania) Limited,Ecobank,26/10/2012,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Mikocheni,-6.7673,39.26134,Off-site,Commercial Bank ATM,Ecobank (Tanzania) Limited,Ecobank,23/12/2012,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Kimara,-6.81738,39.29008,Off-site,Community Bank ATM,Equity bank (Tanzania) Limited,Equity,16/11/2013,1,,Yes,,,,,Umoja Switch 
Mtwara,Mtwara Urban,Shangani,-10.27242,40.18748,Off-site,Commercial Bank ATM,Exim Bank (Tanzania) Limited,Exim,13/06/2005,1,,Yes,,,,Both, 
Mtwara,Mtwara Urban,Shangani,-10.2703,40.18599,Off-site,Commercial Bank ATM,Exim Bank (Tanzania) Limited,Exim,14/03/1995,1,,Yes,,,,Both, 
Dar es Salaam,Temeke,Mbagala,-6.90795,39.26917,Off-site,Commercial Bank ATM,Exim Bank (Tanzania) Limited,Exim,27/04/2011,1,,Yes,,,,Both, 
Dar es Salaam,Temeke,Mtoni,-6.86362,39.26701,Off-site,Commercial Bank ATM,Exim Bank (Tanzania) Limited,Exim,13/09/2008,1,,Yes,,,,Both, 
Dar es Salaam,Ilala,Kitunda,-6.86291,39.20591,Off-site,Commercial Bank ATM,Exim Bank (Tanzania) Limited,Exim,12/08/2004,1,,Yes,,,,Both, 
Dar es Salaam,Ilala,Buguruni,-6.84366,39.24556,Off-site,Commercial Bank ATM,Exim Bank (Tanzania) Limited,Exim,01/01/2012,1,,Yes,,,,Both, 
Dar es Salaam,Ilala,Buguruni,-6.83817,39.24348,Off-site,Commercial Bank ATM,Exim Bank (Tanzania) Limited,Exim,16/12/2013,1,,Yes,,,,VISA, 
Dar es Salaam,Temeke,Kigamboni,-6.82131,39.30418,Off-site,Commercial Bank ATM,Exim Bank (Tanzania) Limited,Exim,03/01/2010,1,,Yes,,,,Both, 
Dar es Salaam,Temeke,Kigamboni,-6.82102,39.31023,Off-site,Commercial Bank ATM,Exim Bank (Tanzania) Limited,Exim,26/02/2000,1,,Yes,,,,Both, 
Dar es Salaam,Ilala,Tabata,-6.82074,39.22732,Off-site,Commercial Bank ATM,Exim Bank (Tanzania) Limited,Exim,24/01/2010,1,,Yes,,,,Both,Umoja Switch 
Dar es Salaam,Ilala,Kisutu,-6.81731,39.28239,Off-site,Commercial Bank ATM,Exim Bank (Tanzania) Limited,Exim,15/04/2011,1,,Yes,,,,Both, 
Dar es Salaam,Ilala,Kivukoni,-6.81681,39.29368,Off-site,Commercial Bank ATM,Exim Bank (Tanzania) Limited,Exim,06/01/2012,1,,Yes,,,,Both, 
Dar es Salaam,Ilala,Kivukoni,-6.81672,39.29419,Off-site,Commercial Bank ATM,Exim Bank (Tanzania) Limited,Exim,01/02/2011,1,,Yes,,,,Both, 
Dar es Salaam,Ilala,Kivukoni,-6.8148,39.29163,Off-site,Commercial Bank ATM,Exim Bank (Tanzania) Limited,Exim,04/01/2009,2,,Yes,,,,Both, 
Dar es Salaam,Ilala,Kivukoni,-6.81374,39.28838,Off-site,Commercial Bank ATM,Exim Bank (Tanzania) Limited,Exim,02/08/2006,1,,Yes,,,,Both, 
Dar es Salaam,Ilala,Kivukoni,-6.81352,39.29089,Off-site,Commercial Bank ATM,Exim Bank (Tanzania) Limited,Exim,16/01/2010,2,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Kimara,-6.79068,39.18858,Off-site,Commercial Bank ATM,Exim Bank (Tanzania) Limited,Exim,03/08/2009,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Kawe,-6.77869,39.20611,Off-site,Commercial Bank ATM,Exim Bank (Tanzania) Limited,Exim,16/08/2010,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Kawe,-6.77205,39.22127,Off-site,Commercial Bank ATM,Exim Bank (Tanzania) Limited,Exim,14/11/2006,2,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Kawe,-6.76444,39.22855,Off-site,Commercial Bank ATM,Exim Bank (Tanzania) Limited,Exim,09/04/2007,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Msasani,-6.74813,39.28431,Off-site,Commercial Bank ATM,Exim Bank (Tanzania) Limited,Exim,19/11/2011,1,,Yes,,,,Both, 
Tanga,Tanga,Central,-5.07387,39.10226,Off-site,Commercial Bank ATM,Exim Bank (Tanzania) Limited,Exim,02/01/2014,1,,Yes,,,,Both, 
Arusha,Arusha,Oloirien,-3.37811,36.70438,Off-site,Commercial Bank ATM,Exim Bank (Tanzania) Limited,Exim,01/01/2014,1,,Yes,,,,Both, 
Arusha,Arusha,Kati,-3.37312,36.69301,Off-site,Commercial Bank ATM,Exim Bank (Tanzania) Limited,Exim,28/09/2004,2,,Yes,,,,VISA, 
Arusha,Arusha,Kaloleni,-3.36139,36.68569,Off-site,Commercial Bank ATM,Exim Bank (Tanzania) Limited,Exim,03/08/2010,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Msasani,-6.76892,39.26964,Off-site,UMOJA SWITCH ATM,FBME Bank (Tanzania) Limited,FBME,29/07/2009,1,,Yes,,,,VISA,Umoja Switch 
Arusha,Arusha,Kati,-3.37577,36.69995,Off-site,Commercial Bank ATM,FBME Bank (Tanzania) Limited,FBME,22/03/2002,1,,Yes,,,,Both, 
Dar es Salaam,Ilala,Kisutu,-6.81114,39.28697,Off-site,Commercial Bank ATM,First National Bank (Tanzania) Limited,First National,06/01/2012,3,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Ubungo,-6.79228,39.20883,Off-site,Commercial Bank ATM,First National Bank (Tanzania) Limited,First National,18/02/2013,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Sinza,-6.77212,39.2215,Off-site,Commercial Bank ATM,First National Bank (Tanzania) Limited,First National,10/07/2011,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Mikocheni,-6.76936,39.26269,Off-site,Commercial Bank ATM,First National Bank (Tanzania) Limited,First National,28/10/2011,1,,Yes,,,,VISA, 
Dar es Salaam,Kinondoni,Mbezi,-6.7233,39.23033,Off-site,Commercial Bank ATM,First National Bank (Tanzania) Limited,First National,12/02/2013,1,,Yes,,,,VISA, 
Kagera,Bukoba Urban,Bakoba,-1.33691,31.81717,Off-site,UMOJA SWITCH ATM,Kagera Farmers Co-operative Bank,Kagera Farmers Co-op,15/07/1999,1,,Yes,,,,,Umoja Switch 
Dar es Salaam,Ilala,Kivukoni,-6.81585,39.29031,Off-site,Commercial Bank ATM,KCB Bank (Tanzania) Limited,KCB,08/01/2005,1,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Kawe,-6.7731,39.21989,Off-site,Commercial Bank ATM,KCB Bank (Tanzania) Limited,KCB,16/11/2006,2,,Yes,,,,VISA, 
Dar es Salaam,Ilala,Kivukoni,-6.81905,39.28693,Off-site,UMOJA SWITCH ATM,Mkombozi Commercial Bank Plc,Mkombozi Commercial Plc,19/08/2009,2,,Yes,,,,,Umoja Switch 
Ruvuma,Songea Rural,Maposeni,-10.63584,35.46048,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,21/12/1991,1,,Yes,,,,VISA,NMB Bank Card
Mtwara,Mtwara Urban,Chikongola,-10.28213,40.18743,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,10/08/2012,1,,Yes,,,,VISA,NMB Bank Card
Iringa,Njombe,Njombe Mjini,-9.33612,34.76844,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,12/12/2013,1,,Yes,,,,Both,NMB Bank Card
Rukwa,Sumbawanga Urban,Katandala,-7.96478,31.61449,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,09/10/2008,2,,Yes,,,,,Both
Iringa,Iringa Urban,Mshindo,-7.74629,35.71258,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,16/08/2005,1,,Yes,,,,Both,NMB Bank Card
Morogoro,Mvomero,Mzumbe,-6.92734,37.56848,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,20/04/2011,2,,Yes,,,,,NMB Bank Card
Dar es Salaam,Temeke,Mbagala,-6.91743,39.27038,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,01/07/2010,1,,Yes,,,,,Both
Dar es Salaam,Ilala,Ukonga,-6.88517,39.14955,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,28/01/1998,2,,Yes,,,,Both,Both
Dar es Salaam,Temeke,Kurasini,-6.8601,39.27837,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,28/10/2008,2,,Yes,,,,,NMB Bank Card
Morogoro,Morogoro Urban,Mbuyuni,-6.85165,37.6585,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,29/09/2007,2,,Yes,,,,VISA,Both
Dar es Salaam,Temeke,Chang'ombe,-6.84992,39.26762,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,26/06/2012,1,,Yes,,,,,NMB Bank Card
Dar es Salaam,Temeke,Temeke,-6.84834,39.2589,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,27/01/2014,1,,Yes,,,,,NMB Bank Card
Dar es Salaam,Ilala,Segerea,-6.84285,39.18614,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,01/05/2011,1,,Yes,,,,Mastercard,NMB Bank Card
Dar es Salaam,Temeke,Keko,-6.83083,39.27065,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,19/01/2009,2,,Yes,,,,,NMB Bank Card
Dar es Salaam,Kinondoni,Magomeni,-6.80572,39.25848,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,10/02/2013,1,,Yes,,,,Both,NMB Bank Card
Morogoro,Morogoro Urban,Kihonda,-6.8023,37.66229,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,20/04/2009,1,,Yes,,,,,NMB Bank Card
Dar es Salaam,Kinondoni,Magomeni,-6.80125,39.24135,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,15/03/2007,3,,Yes,,,,Both,NMB Bank Card
Dar es Salaam,Kinondoni,Ubungo,-6.79426,39.21594,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,13/01/2006,1,,Yes,,,,Both,NMB Bank Card
Dar es Salaam,Kinondoni,Ubungo,-6.79182,39.20881,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,15/03/2008,2,,Yes,,,,Mastercard,NMB Bank Card
Dar es Salaam,Kinondoni,Kinondoni,-6.79121,39.26364,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,25/08/2004,1,,Yes,,,,VISA,NMB Bank Card
Dar es Salaam,Kinondoni,Kawe,-6.78958,39.20858,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,10/08/2010,1,,Yes,,,,Both,NMB Bank Card
Dar es Salaam,Kinondoni,Kawe,-6.78799,39.21386,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,22/06/2008,2,,Yes,,,,Both,NMB Bank Card
Dar es Salaam,Kinondoni,Sinza,-6.78651,39.22276,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,28/07/2006,3,,Yes,,,,Both,NMB Bank Card
Pwani,Kibaha,Maili Mmoja,-6.78279,38.99109,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,20/04/2010,1,,Yes,,,,Mastercard,NMB Bank Card
Dar es Salaam,Kinondoni,Ubungo,-6.77902,39.2065,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,09/09/2008,1,,Yes,,,,Mastercard,NMB Bank Card
Dar es Salaam,Ilala,Kariakoo,-6.77897,39.2472,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,24/05/2011,1,,Yes,,,,Both,NMB Bank Card
Dar es Salaam,Kinondoni,Kawe,-6.77872,39.20578,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,15/05/2009,2,,Yes,,,,Both,NMB Bank Card
Dar es Salaam,Kinondoni,Kawe,-6.7759,39.20033,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,07/09/2008,1,,Yes,,,,Both,NMB Bank Card
Dar es Salaam,Kinondoni,Ubungo,-6.77529,39.20937,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,24/07/2009,1,,Yes,,,,VISA,NMB Bank Card
Dar es Salaam,Kinondoni,Kawe,-6.77316,39.21981,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,02/09/2008,1,,Yes,,,,Both,NMB Bank Card
Dar es Salaam,Kinondoni,Kawe,-6.773,39.21987,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,21/02/2008,3,,Yes,,,,VISA,NMB Bank Card
Dar es Salaam,Kinondoni,Kawe,-6.77141,39.18876,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,27/01/2010,2,,Yes,,,,Both,NMB Bank Card
Dar es Salaam,Kinondoni,Kawe,-6.77119,39.1893,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,10/07/2009,2,,Yes,,,,Both,NMB Bank Card
Dar es Salaam,Kinondoni,Kawe,-6.77017,39.2195,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,19/08/2007,1,,Yes,,,,Both,NMB Bank Card
Dar es Salaam,Kinondoni,Mbezi,-6.77003,39.22378,Off-site,UMOJA SWITCH ATM,National Microfinance Bank Plc,NMB,15/02/2011,2,,Yes,,,,,Both
Dar es Salaam,Kinondoni,Kawe,-6.76975,39.19713,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,09/11/2007,1,,Yes,,,,Both,NMB Bank Card
Dar es Salaam,Kinondoni,Goba,-6.76921,39.19325,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,19/04/2009,2,,Yes,,,,Both,NMB Bank Card
Dar es Salaam,Kinondoni,Goba,-6.76823,39.19707,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,08/02/2012,1,,Yes,,,,Both,NMB Bank Card
Dar es Salaam,Kinondoni,Kijitonyama,-6.76714,39.23225,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,14/10/2010,1,,Yes,,,,Mastercard,NMB Bank Card
Dar es Salaam,Kinondoni,Goba,-6.76383,39.18943,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,12/08/2010,2,,Yes,,,,Both,NMB Bank Card
Pwani,Kibaha,Mlandizi,-6.71869,38.74209,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,14/08/2007,1,,Yes,,,,Mastercard,NMB Bank Card
Morogoro,Kilosa,Dumila,-6.3828,37.34304,Off-site,Community Bank ATM,National Microfinance Bank Plc,NMB,19/12/2013,1,,Yes,,,,,Both
Dodoma,Dodoma Urban,Ng'ong'ona,-6.2244,35.83725,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,16/04/2009,1,,Yes,,,,VISA,NMB Bank Card
Dodoma,Dodoma Urban,Ng'ong'ona,-6.20585,35.79514,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,17/08/2010,1,,Yes,,,,VISA,NMB Bank Card
Dodoma,Dodoma Urban,Tambukareli,-6.1824,35.75415,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,23/01/2014,3,,Yes,,,,Both,NMB Bank Card
Zanzibar,Zanzibar,Mwanakwerekwe,-6.17709,39.22224,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,21/09/2013,1,,Yes,,,,,NMB Bank Card
Tabora,Tabora Urban,Kanyenye,-5.02408,32.81231,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,26/06/2004,1,,Yes,,,,Both,NMB Bank Card
Arusha,Monduli,Sepeko,-3.41919,36.45526,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,11/12/1990,1,,Yes,,,,Both,NMB Bank Card
Arusha,Arumeru,Usa River,-3.37404,36.8277,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,01/06/2012,1,,Yes,,,,Both,NMB Bank Card
Arusha,Arusha,Kati,-3.37277,36.68592,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,19/10/2011,3,,Yes,,,,VISA,NMB Bank Card
Arusha,Arusha,Kati,-3.37222,36.68579,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,16/02/2011,3,,Yes,,,,Both,NMB Bank Card
Arusha,Arumeru,Usa River,-3.37172,36.85723,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,20/05/2009,1,,Yes,,,,Both,NMB Bank Card
Arusha,Arusha,Kati,-3.37043,36.68551,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,15/09/2010,3,,Yes,,,,Both,NMB Bank Card
Arusha,Arusha,Levolosi,-3.36573,36.68352,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,02/05/2012,1,,Yes,,,,Both,NMB Bank Card
Arusha,Arusha,Ngarenaro,-3.32776,36.6346,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,08/01/2012,1,,Yes,,,,Both,NMB Bank Card
Arusha,Monduli,Esilalei,-3.29956,36.44644,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,22/09/2005,2,,Yes,,,,VISA,NMB Bank Card
Mwanza,Ilemela,Ilemela,-2.60897,32.93194,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,23/11/2011,1,,Yes,,,,VISA,NMB Bank Card
Kagera,Ngara,Ngara Mjini,-2.51766,30.67062,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,19/01/1997,2,,Yes,,,,,NMB Bank Card
Mwanza,Nyamagana,Isamilo,-2.51107,32.9029,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,05/08/2009,1,,Yes,,,,,NMB Bank Card
Kagera,Muleba,Muleba,-1.84356,31.65219,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,23/11/1998,2,,Yes,,,,,NMB Bank Card
Kagera,Muleba,Muyondwe,-1.6009,31.72374,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,18/07/2002,2,,Yes,,,,,NMB Bank Card
Kagera,Bukoba Urban,Mimbeni,-1.33105,31.81298,Off-site,Commercial Bank ATM,National Microfinance Bank Plc,NMB,28/11/2001,3,,Yes,,,,,NMB Bank Card
Ruvuma,Songea Urban,Songea Mjini,-10.67862,35.64587,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,06/08/2011,1,,Yes,,,,Both, 
Mtwara,Masasi,Marika,-10.49745,39.02703,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,06/09/2013,1,,Yes,,,,Both, 
Mtwara,Mtwara Urban,Magengeni,-10.28435,40.17881,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,13/07/2000,1,,Yes,,,,Both, 
Mtwara,Mtwara Urban,Vigaeni,-10.27367,40.187,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,11/07/1980,1,,Yes,,,,Both, 
Lindi,Lindi Urban,Makonde,-9.99807,39.71338,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,20/04/2010,1,,Yes,,,,Both, 
Iringa,Njombe,Njombe Mjini,-9.33835,34.76983,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,02/08/2011,1,,Yes,,,,Both, 
Mbeya,Mbozi,Vwawa,-9.11068,32.93196,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,06/02/2012,1,,Yes,,,,Both, 
Mbeya,Mbeya Rural,Utengule Usongwe,-8.93669,33.35768,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,13/07/2009,1,,Yes,,,,Both, 
Mbeya,Mbeya Urban,Itezi,-8.90293,33.53525,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,10/02/2008,1,,Yes,,,,VISA, 
Iringa,Njombe,Ilembula,-8.89825,34.57889,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,08/09/2009,1,,Yes,,,,Both, 
Mbeya,Mbeya Urban,Sisimba,-8.8947,33.44081,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,21/05/2010,1,,Yes,,,,Both, 
Iringa,Mufindi,Mafinga,-8.30073,35.30054,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,06/08/2012,1,,Yes,,,,Both, 
Rukwa,Sumbawanga Urban,Katandala,-7.96056,31.61077,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,20/02/2009,1,,Yes,,,,Both, 
Rukwa,Sumbawanga Urban,Katandala,-7.95783,31.61501,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,20/04/2013,1,,Yes,,,,Both, 
Pwani,Mafia,Kilindoni,-7.91417,39.66167,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,08/02/2011,1,,Yes,,,,, 
Morogoro,Mvomero,Mzumbe,-6.92645,37.56898,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,30/01/2014,1,,Yes,,,,Both, 
Dar es Salaam,Ilala,Ukonga,-6.8951,39.16726,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,01/01/2010,1,,Yes,,,,Both, 
Dar es Salaam,Temeke,Mtoni,-6.88485,39.27916,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,06/08/2010,1,,Yes,,,,Both, 
Morogoro,Morogoro Urban,Mbuyuni,-6.85185,37.6585,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,29/09/2008,1,,Yes,,,,Both,Umoja Switch 
Dar es Salaam,Temeke,Chang'ombe,-6.84149,39.27349,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,24/03/2008,1,,Yes,,,,Both, 
Dar es Salaam,Ilala,Kariakoo,-6.83081,39.27102,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,01/01/2007,1,,Yes,,,,Mastercard, 
Dar es Salaam,Ilala,Upanga East,-6.82755,39.27506,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,06/10/2008,1,,Yes,,,,VISA, 
Morogoro,Morogoro Urban,Kingo,-6.82739,37.66247,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,20/03/2006,2,,Yes,,,,Both, 
Dar es Salaam,Ilala,Tabata,-6.82521,39.23062,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,24/01/2007,1,,Yes,,,,Both,Umoja Switch 
Dar es Salaam,Ilala,Tabata,-6.82505,39.23108,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,10/04/2008,1,,Yes,,,,Mastercard, 
Dar es Salaam,Temeke,Kigamboni,-6.82272,39.30379,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,20/11/2009,1,,Yes,,,,Both, 
Dar es Salaam,Ilala,Kisutu,-6.82134,39.27684,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,07/01/2010,2,,Yes,,,,Both, 
Dar es Salaam,Ilala,Kisutu,-6.82052,39.28491,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,03/01/2002,3,,Yes,,,,Both, 
Dar es Salaam,Ilala,Kisutu,-6.82022,39.27993,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,16/10/2006,2,,Yes,,,,Both, 
Dar es Salaam,Kinondoni,Mbezi,-6.81979,39.27456,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,10/10/2011,1,,Yes,,,,Both, 
Dar es Salaam,Ilala,Kivukoni,-6.81737,39.29012,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,02/05/2000,2,,Yes,,,,Both, 
Dar es Salaam,Ilala,Kisutu,-6.81713,39.28403,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,10/07/2007,2,,Yes,,,,Both, 
Dar es Salaam,Ilala,Kivukoni,-6.81691,39.28974,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,07/10/2009,2,,Yes,,,,Both, 
Dar es Salaam,Ilala,Kivukoni,-6.81555,39.29524,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,14/11/2012,1,,Yes,,,,Both, 
Morogoro,Morogoro Urban,Uwanja wa Ndege,-6.81495,37.65581,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,28/10/2002,1,,Yes,,,,Both, 
Dar es Salaam,Ilala,Kivukoni,-6.81468,39.29443,Off-site,Commercial Bank ATM,NBC Bank Limited,NBC,10/10/2012,2,,Yes,,,,Both, 
