region,district,ward,latitude,longitude,SACCO_name,SACCO_yr_started,linked_mob_fin_services,tigo_pesa,m_pesa,ezy_pesa,airtel_cash,other_mob_fin_services,other_mob_fin_services_detail
Mbeya,Kyela,Kyela Mjini,-9.6061,33.86894,Pakati Saccos,10/01/2003,,,,,,,
Arusha,Arumeru,Makiba,-3.3679,36.68508,Pallot Saccos,04/01/2007,,,,,,,
Kilimanjaro,Moshi Rural,Uru Mashariki,-3.33137,37.3469,Pamoja Twaweza Womens (Saccos) Centre,20/04/2010,Yes,Yes,Yes,,,,
Kilimanjaro,Moshi Rural,Uru South Mawela,-3.35671,37.33194,Pamoja Women Cattering Services,14/05/2012,,,,,,,
Mbeya,Mbeya Rural,Bonde la Usongwe,-8.96224,33.24798,Pandahili Saccos Ltd,02/07/2004,,,,,,,
Arusha,Arumeru,Akheri,-3.37292,36.78677,Patandi Saccos,08/05/2013,,,,,,,
Tabora,Tabora Urban,Isevya,-5.01661,32.82145,Patner Sacco,21/06/2010,Yes,,Yes,,,,
Mwanza,Kwimba,Mantare,-2.69988,33.0019,Pavanna Saccos Ltd,01/08/2013,,,,,,,
Ruvuma,Songea Rural,Maposeni,-10.63459,35.46218,Peawa Saccos,26/01/2008,,,,,,,
Arusha,Arumeru,Moivo,-3.35262,36.69625,Petu Saccos,10/01/2009,,,,,,,
Kagera,Karagwe,Kayanga,-1.53421,31.15326,Platinum Credit Ltd,08/12/2013,,,,,,,
Kagera,Karagwe,Kaisho,-1.27172,30.68615,Platinum Credit Ltd,24/02/2013,,,,,,,
Kagera,Bukoba Urban,Birere,-1.32904,31.8134,Platinum Credit Ltd,24/05/2012,,,,,,,
Dar es Salaam,Ilala,Kivukoni,-6.81197,39.2854,Platnum Credit Limited,10/03/2010,,,,,,,
Tabora,Tabora Urban,Kanyenye,-5.01946,32.80471,Platue,17/09/2010,,,,,,,
Tabora,Tabora Urban,Kanyenye,-5.02374,32.81005,Pletnum,13/07/2011,,,,,,,
Arusha,Arusha,Kati,-3.36929,36.69243,Police Mkoa Saccos,10/08/2001,,,,,,,
Arusha,Arumeru,Leguruki,-3.37108,36.69528,Police Saccos,29/12/2005,,,,,,,
Tabora,Tabora Urban,Kanyenye,-5.02535,32.81154,Polis Jamii,04/10/2011,,,,,,,
Tabora,Tabora Urban,Kanyenye,-5.02343,32.81021,Pos Sacco Group,06/05/2013,Yes,,Yes,,,,
Arusha,Arusha,Kati,-3.372,36.69348,Postal And Ttcl Workers,12/10/1996,,,,,,,
Arusha,Arusha,Kati,-3.36896,36.70236,Prestige Clusine,26/11/2013,,,,,,,
Tabora,Sikonge,Sikonge,-5.61901,32.74565,Pretoria,10/11/2008,,,,,,,
Arusha,Arusha,Sombetini,-3.39392,36.658,Pride,01/12/2003,,,,,,,
Ruvuma,Songea Urban,Songea Mjini,-10.67852,35.65286,Pride Songea,17/11/1998,,,,,,,
Kigoma,Kibondo,Kibondo Mjini,-3.58435,30.71813,Pride Tanzania,01/12/2012,,,,,,,
Kagera,Muleba,Muleba,-1.84018,31.65746,Pride Tz Ltd,16/04/2013,,,,,,,
Dar es Salaam,Kinondoni,Mwananyamala,-6.78534,39.25576,Prinmat Saccos Ltd,10/03/2009,,,,,,,
Tabora,Tabora Urban,Cheyo,-5.03498,32.8201,Prosper,15/11/2006,Yes,Yes,Yes,,,,
Tabora,Tabora Urban,Kanyenye,-5.01957,32.806,Prosper,10/09/2003,,,,,,,
Tabora,Nzega,Nzega Mjini,-4.21501,33.18425,Prosper,04/08/2007,,,,,,,
Singida,Singida Rural,Puma,-5.00484,34.75756,Puma Saccos,05/08/1995,,,,,,,
Tabora,Tabora Urban,Kanyenye,-5.02363,32.81,RahmaaS,22/05/2006,Yes,Yes,Yes,,Yes,,
Dar es Salaam,Ilala,Ukonga,-6.87814,39.16747,Rc Saccos,24/06/2013,,,,,,,
Kagera,Bukoba Urban,Hamgende,-1.32704,31.80602,Rc Saccos Ltd,20/06/2012,Yes,,Yes,,,,
Kigoma,Kibondo,Kibondo Mjini,-3.59409,30.72139,Redeso Saccos,26/02/2011,,,,,,,
Arusha,Arusha,Kati,-3.38347,36.71104,Remnant Saccos,04/11/2008,,,,,,,
Dar es Salaam,Ilala,Ukonga,-6.87839,39.16747,Revival Church Saccos,24/07/2007,,,,,,,
Manyara,Kiteto,Kibaya,-5.315,36.56588,Revival Church Saccos,28/12/2007,,,,,,,
Mbeya,Rungwe,Bulyaga,-9.25698,33.64419,Revival Church Saccos - Tukuyu Branch,20/02/2002,,,,,,,
Dar es Salaam,Temeke,Mbagala,-6.89715,39.26814,Revival Church Saccos Ltd,22/07/2008,,,,,,,
Tabora,Tabora Urban,Kalunde,-5.02258,32.81404,Ridia Sacco,25/10/2005,,,,,,,
Tabora,Tabora Urban,Kanyenye,-5.02962,32.80775,Rnl Saccos,03/11/2007,,,,,,,
Mbeya,Rungwe,Bulyaga,-9.25751,33.64538,Rstg Saccos / Re.No. 110-130-910 Tukuyu Branch,14/03/2008,,,,,,,
Mbeya,Rungwe,Lwangwa,-9.2684,33.81178,Rstga Saccos,10/08/2007,,,,,,,
Mbeya,Rungwe,Katumba,-9.21976,33.64267,Rstga Saccos,02/02/1990,,,,,,,
Mbeya,Mbozi,Ruanda,-9.01649,33.00415,Ruanda Saccos,02/05/2009,,,,,,,
Lindi,Ruangwa,Ruangwa,-10.06508,38.92725,Ruangwa Sacco-Bank Limited,10/02/2000,,,,,,,
Lindi,Ruangwa,Ruangwa,-10.0647,38.92751,Ruangwa Workers Savings And Credit Cooperative Society,10/06/2003,,,,,,,
Kagera,Muleba,Kashasha,-1.75021,31.62246,Rubya Hospital Saccos Shop,26/01/2012,Yes,,Yes,,Yes,,
Ruvuma,Mbinga,Mbamba Bay,-11.28654,34.80285,Ruekehi Saccos Rvr 498,26/02/2000,,,,,,,
Kigoma,Kigoma Rural,Uvinza,-5.10967,30.39084,Rukundo Saccos,02/09/1997,,,,,,,
Shinyanga,Bukombe,Ikunguigazi,-3.25139,31.90855,Rulembera Saccos,20/11/2010,,,,,,,
Mbeya,Rungwe,Bulyaga,-9.25977,33.64324,Rumbia Amcos,20/01/2013,,,,,,,
Mbeya,Rungwe,Bulyaga,-9.25742,33.64559,Rungwe Employees Saccos Tukuyu Branch,25/02/2002,,,,,,,
Mbeya,Rungwe,Bulyaga,-9.25794,33.64603,Rungwe Vijana Saccos,29/11/2013,,,,,,,
Shinyanga,Bukombe,Runzewe,-3.33803,31.52258,Runzewe Tunakopesha Saccos,15/03/2010,,,,,,,
Lindi,Ruangwa,Ruangwa,-10.08236,38.94081,Rutesco,05/02/2006,,,,,,,
Tabora,Tabora Urban,Kanyenye,-5.0233,32.80917,S.S.N,20/04/2006,Yes,Yes,Yes,,,,
Tabora,Tabora Urban,Mbugani,-5.0192,32.80459,Saah Saccos,18/07/2004,,,,,,,
Arusha,Arusha,Kati,-3.37093,36.69361,Saba General Saccos,16/11/2005,,,,,,,
Mara,Bunda,Bunda,-2.02101,33.87198,Saccos,16/01/2013,,,,,,,
Mwanza,Ilemela,Igoma,-2.54392,32.97794,Saccos,08/02/2011,,,,,,,
Shinyanga,Bukombe,Ushirombo,-3.46686,31.88949,Saccos Kasi Mpya,14/09/2006,,,,,,,
Ruvuma,Songea Rural,Lilambo,-10.67046,35.53155,Saccos Lilambo,01/01/2013,,,,,,,
Ruvuma,Namtumbo,Namtumbo,-10.4732,36.13008,Saccos Ya Waalimu,11/11/1998,,,,,,,
Mbeya,Ileje,Isongole,-9.47768,33.18205,Saccos Ya Wakulima,10/08/1996,,,,,,,
Mbeya,Mbozi,Itaka,-9.11122,32.93318,Saidia Saccos,21/06/2007,,,,,,,
Arusha,Monduli,Engaruka,-3.38207,36.70933,Saiko Saccos,03/07/2005,,,,,,,
Rukwa,Sumbawanga Urban,Katandala,-7.97096,31.62221,Saint Aggrey Watumishi Saccos,12/02/2014,,,,,,,
Arusha,Monduli,Engaruka,-3.34333,36.64509,Saitaa Saccos,09/12/2002,,,,,,,
Dar es Salaam,Ilala,Ukonga,-6.87771,39.16864,Sali Saccos,01/04/2013,,,,,,,
Tabora,Tabora Urban,Kanyenye,-5.01774,32.81465,Salma Sacco,05/10/2011,,,,,,,
Kilimanjaro,Same,Same Mjini,-4.0657,37.73894,Same Teacher'S Saccos,02/04/2006,,,,,,,
Tabora,Tabora Urban,Kanyenye,-5.02338,32.80957,Sameta,02/07/2010,,,,,,,
Arusha,Arumeru,Mateves,-3.38519,36.71723,Sangaitoti Saccos,01/12/2006,,,,,,,
Dodoma,Kondoa,Bereko,-4.44985,35.73977,Sapumbe Saccos,09/11/2003,,,,,,,
Arusha,Arusha,Kati,-3.37118,36.69457,Sari Saccos,14/10/2003,,,,,,,
Arusha,Arusha,Kati,-3.37458,36.68894,Sari Staff Saccos,13/08/2009,,,,,,,
Arusha,Arusha,Kati,-3.37279,36.69261,Sawote Saccos,16/01/2014,,,,,,,
Rukwa,Sumbawanga Urban,Katandala,-7.95897,31.61669,Sayuni Saccos,12/02/2014,,,,,,,
Tabora,Tabora Urban,Ipuli,-5.01672,32.8247,Sects,15/10/2009,,,,,,,
Tabora,Tabora Urban,Isevya,-5.01673,32.81269,Seda,03/12/2011,,,,,,,
Arusha,Arusha,Kati,-3.38344,36.71125,Seda Microfinance,01/12/2006,,,,,,,
Dodoma,Kondoa,Kondoa Mjini,-4.9053,35.78466,Seda Saccos,04/02/1997,,,,,,,
Dar es Salaam,Kinondoni,Magomeni,-6.80767,39.25982,Sedeo,27/02/2009,,,,,,,
Dar es Salaam,Kinondoni,Magomeni,-6.80778,39.25975,Sedeo Saccos,21/01/2011,,,,,,,
Dar es Salaam,Ilala,Ukonga,-6.87393,39.19232,Sedeso Saccos,01/01/2010,,,,,,,
Dar es Salaam,Ilala,Ilala,-6.82913,39.2539,Sedit,19/02/2005,Yes,,Yes,,,,
Shinyanga,Kahama,Segese,-3.53382,32.4203,Segese Tunakopesha Saccos,27/11/2013,,,,,,,
Singida,Singida Rural,Sepuka,-4.75302,34.53155,Sepuka Saccos,24/12/2004,Yes,,Yes,,,Yes,
Arusha,Arumeru,Akheri,-3.38047,36.79256,Serena Mounten Saccos,19/02/2014,,,,,,,
Arusha,Arusha,Levolosi,-3.36885,36.69203,Shaloom Saccos,21/11/2006,,,,,,,
Mara,Musoma Urban,Nyakato,-1.50371,33.8033,Shammah Saccos,17/01/2010,,,,,,,
Dar es Salaam,Kinondoni,Sinza,-6.79484,39.22,Shekilango Society Ltd,10/05/2008,,,,,,,
Shinyanga,Kahama,Nyihogo,-3.83279,32.59627,Shirika La Muvuma Saccos,15/05/2012,,,,,,,
Shinyanga,Kahama,Nyihogo,-3.83419,32.59458,Shirika La Mvuma Saccos,26/11/2009,,,,,,,
Arusha,Arusha,Levolosi,-3.36856,36.68173,Shukrani Saccos,07/11/2009,,,,,,,
Kagera,Karagwe,Kayanga,-1.5359,31.15347,Shuza Care Ltd,13/05/2012,,,,,,,
Ruvuma,Songea Urban,Songea Mjini,-10.67505,35.65164,Sido Saccos,17/11/2013,,,,,,,
Manyara,Babati,Ufana,-4.20483,35.73497,Sido Saccos,24/07/2009,,,,,,,
Iringa,Iringa Urban,Gangilonga,-7.77577,35.69877,Sifa Saccos Limited,03/03/2003,Yes,,Yes,,,,
Kilimanjaro,Moshi Rural,Old Moshi East,-3.35471,37.33848,Sifuni Choir Saccos (Kkkt),03/05/2012,,,,,,,
Tabora,Tabora Urban,Cheyo,-5.03506,32.81997,Sima Sacco,13/09/2009,,,,,,,
Singida,Singida Rural,Mtinko,-4.55191,34.84284,Simai Saccos Ltd,15/06/2012,Yes,,Yes,,,,
Tabora,Tabora Urban,Chemchem,-5.02711,32.79514,Simba Fitness Sacco,09/04/2013,,,,,,,
Tabora,Tabora Urban,Ipuli,-5.0303,32.81603,Simea,16/07/2004,Yes,,Yes,,,,
Dar es Salaam,Kinondoni,Magomeni,-6.80578,39.25576,Simka General Credits Co Ltd,01/05/2009,Yes,Yes,Yes,,Yes,,
Arusha,Arumeru,Makiba,-3.37018,36.69464,Singisi Saccos,01/10/2006,,,,,,,
Arusha,Arusha,Kati,-3.38246,36.70967,Sisi Kwa Sisi Saccos,13/07/2009,,,,,,,
Singida,Singida Rural,Siuyu,-4.90046,34.87406,Siuyu Saccos Ltd,28/07/2004,,,,,,,
Mwanza,Ilemela,Nyamanoro,-2.49267,32.90941,Skrepa Saccos,16/05/2012,,,,,,,
Singida,Singida Urban,Ipembe,-4.82096,34.74939,Smcows Saccos Ltd,20/04/2005,,,,,,,
Dodoma,Dodoma Urban,Viwandani,-6.18128,35.74795,Soko Kuu Majengo Saccos,21/05/2003,,,,,,,
Mbeya,Rungwe,Bulyaga,-9.25406,33.64353,Songambele Saccos,17/02/1983,,,,,,,
Ruvuma,Songea Urban,Bomba Mbili,-10.66228,35.65067,Songea District Council Saccos,07/01/1985,,,,,,,
Ruvuma,Songea Urban,Majengo,-10.679,35.64432,Songea Municipal Council Saccos,05/11/1988,,,,,,,
Ruvuma,Songea Urban,Songea Mjini,-10.67699,35.65112,Songea Rural Teacher Saccos,17/11/2013,,,,,,,
Ruvuma,Songea Urban,Songea Mjini,-10.67929,35.65196,Songea Urban Teachers Saccos,17/11/2013,,,,,,,
Dodoma,Kondoa,Chandama,-5.22502,36.16085,Soya Saccos,16/11/2006,,,,,,,
Kilimanjaro,Rombo,Kitirima Kingachi,-3.35054,37.34232,St Paul Choir Saccos,05/09/2010,,,,,,,
Tabora,Tabora Urban,Cheyo,-5.03518,32.8198,Stan Saccos,09/05/2013,,,,,,,
Arusha,Arumeru,Bangata,-3.3669,36.68206,Subamo Women,23/11/2003,,,,,,,
Arusha,Arusha,Kati,-3.37703,36.68682,Subamo Women Saccos,03/10/2002,,,,,,,
Tabora,Tabora Urban,Kanyenye,-5.01897,32.80474,Suli,22/11/2008,,,,,,,
Tabora,Tabora Urban,Kitete,-5.03461,32.81872,Suma,15/06/2004,,,,,,,
Mbeya,Rungwe,Suma,-9.2093,33.71443,Suma Saccos,12/05/2012,Yes,,Yes,,,,
Rukwa,Sumbawanga Urban,Ntendo,-7.95754,31.611,Sumbawanga Roman Catholic Saccos,08/06/2012,,,,,,,
Rukwa,Sumbawanga Urban,Katandala,-7.9594,31.61605,Sumbawanga Woman Saccos(Suwosa),26/05/2005,,,,,,,
Arusha,Arumeru,Leguruki,-3.37313,36.68859,Sundip Saccos,01/01/2007,,,,,,,
Arusha,Arusha,Engutoto,-3.41279,36.70687,Sunflag Saccos,01/01/2007,,,,,,,
Arusha,Arusha,Kaloleni,-3.36537,36.68485,Superio Finacial Solution,03/01/2014,,,,,,,
Arusha,Arumeru,Nkoanrua,-3.36173,36.67006,Superior Saccos,27/11/2006,,,,,,,
Tabora,Tabora Urban,Cheyo,-5.03502,32.82004,Survivor,20/02/2013,Yes,,Yes,,,,
Rukwa,Sumbawanga Urban,Katandala,-7.96016,31.61434,Suwa Saccos,25/01/2011,,,,,,,
Tabora,Tabora Urban,Cheyo,-5.0229,32.80912,Tabasam Project,01/04/2004,,,,,,,
Tabora,Tabora Urban,Itetemia,-5.02108,32.80612,Tabea,10/12/2009,Yes,Yes,Yes,,Yes,,
Tabora,Tabora Urban,Chemchem,-5.02089,32.80637,Tabora Chemchem Sacco,12/09/2006,,,,,,,
Tabora,Tabora Urban,Kanyenye,-5.02451,32.81049,Tabora Rural Teachers,14/10/2004,,,,,,,
Shinyanga,Kahama,Nyihogo,-3.83446,32.59673,Tacoga Saccos,18/10/2002,,,,,,,
Kagera,Bukoba Urban,Birere,-1.32807,31.81222,Tadepa Saccos,02/04/2013,,,,,,,
Arusha,Arusha,Levolosi,-3.37335,36.69702,Taha Worker Saccos,10/12/2010,,,,,,,
Dar es Salaam,Ilala,Segerea,-6.82566,39.20097,Tajirika Saccos,16/12/2006,,,,,,,
Manyara,Hanang,Bassotu,-4.37324,35.07397,Takauma Saccos,24/10/2007,,,,,,,
Mbeya,Kyela,Ikama,-9.49892,33.87936,Talatala Saccos,01/06/2009,,,,,,,
Tabora,Tabora Urban,Kanyenye,-5.02096,32.80613,Tamea,06/07/2009,,,,,,,
Tabora,Tabora Urban,Kanyenye,-5.023,32.81385,Tameka,12/03/2009,,,,,,,
Arusha,Arusha,Kati,-3.36731,36.68487,Tamofa Saccos,10/06/1997,,,,,,,
Dodoma,Kondoa,Kondoa Mjini,-4.90231,35.77771,Tampro Saccos Ltd,08/03/2013,,,,,,,
Arusha,Arumeru,Kimnyaki,-3.39882,36.71071,Tanalec Saccos,21/11/2007,,,,,,,
Dar es Salaam,Kinondoni,Tandale,-6.7963,39.23771,Tanda Saccos Ltd,08/10/2011,Yes,Yes,Yes,,,,
Dar es Salaam,Kinondoni,Manzese,-6.79861,39.22972,Tandale Sacco,08/03/2011,Yes,Yes,Yes,,,,
Dar es Salaam,Temeke,Yombo Vituka,-6.8922,39.2364,Tandale Saccos,09/10/2011,Yes,,Yes,,,,
Tabora,Tabora Urban,Cheyo,-5.03512,32.82011,Tanesa,17/03/2012,,,,,,,
Arusha,Arusha,Levolosi,-3.37421,36.68484,Tanfoam Saccos,05/10/1999,,,,,,,
Ruvuma,Mbinga,Myangayanga,-10.94807,34.94719,Tanga Saccos Reg 474,25/02/2001,,,,,,,
Ruvuma,Songea Urban,Mshangano,-10.5555,35.67015,Tanga Saccoss Ang Group Tumain,06/04/2007,,,,,,,
Tabora,Tabora Urban,Cheyo,-5.03476,32.81965,Tangwu,21/09/2003,,,,,,,
Arusha,Arusha,Kati,-3.37114,36.69455,Tanzanite Mining Saccos,15/02/2004,,,,,,,
Arusha,Monduli,Engaruka,-3.37065,36.68067,Tarangire Tree Top Workers,13/09/2002,,,,,,,
Rukwa,Sumbawanga Urban,Mazwi,-7.95982,31.6099,Taru Saccos,20/02/2013,,,,,,,
Tabora,Igunga,Igunga,-4.29776,33.87636,Tasaf,05/08/2004,Yes,Yes,Yes,,Yes,,
Tabora,Tabora Urban,Kanyenye,-5.02935,32.80799,Taseu,10/08/2006,,,,,,,
Arusha,Arumeru,Kikwe,-3.37154,36.68297,Taso Northen Zone Saccos,05/11/2012,,,,,,,
Arusha,Arusha,Kati,-3.37,36.69517,Taswa Saccos,13/02/2010,,,,,,,
Arusha,Arusha,Kati,-3.36969,36.69551,Taugwe Saccos,24/11/2006,,,,,,,
Mbeya,Mbeya Urban,Iyunga,-8.92894,33.41569,Tazara Mbeya Savings Aand Credr Cooperative,20/10/1994,,,,,,,
Iringa,Njombe,Makambako,-8.84507,34.82309,Tazara Saccos Makambaku,05/05/2002,,,,,,,
Arusha,Karatu,Karatu,-3.34151,35.6751,Tccia (Karatu Private Sector) Saccos,15/04/2006,,,,,,,
Mbeya,Mbarali,Rujewa,-8.70347,34.37752,Tccia Mbalali Saccos Ltd,03/07/1978,,,,,,,
Mbeya,Mbeya Urban,Ghana (Mbeya ward),-8.89486,33.44169,Tccia Mbeya Saccos,22/02/2008,Yes,,Yes,,Yes,,
Manyara,Mbulu,Mbulu Mjini,-3.85521,35.54435,Tccia Mbulu Saccos,04/11/2007,,,,,,,
Arusha,Arusha,Kati,-3.3742,36.68852,Tccia Saccos,13/10/2007,,,,,,,
Rukwa,Sumbawanga Urban,Katandala,-7.96364,31.61419,Tccia Saccos Ltd Rukwa Branch,12/02/2014,,,,,,,
Mbeya,Mbarali,Rujewa,-8.70344,34.37766,Tccia Saccos Mbarali,16/05/2006,,,,,,,
Mbeya,Chunya,Itewe,-8.52666,33.42332,Teachers Saccos,21/06/2002,,,,,,,
Mbeya,Mbeya Urban,Sisimba,-8.89396,33.43987,Teachers Saccos Mbeya,18/02/2009,,,,,,,
Tabora,Tabora Urban,Kiloleni,-5.00067,32.81133,Tegemeo,05/02/2009,,,,,,,
Kagera,Karagwe,Bugene,-1.57031,31.14954,Tegemeo Saccos Ltd,09/06/2012,,,,,,,
Tabora,Tabora Urban,Tambukareli,-5.02102,32.80615,Tekul,04/10/1999,,,,,,,
Tabora,Tabora Urban,Kanyenye,-5.03348,32.81953,Tekus Saccos,17/11/2006,,,,,,,
Dar es Salaam,Ilala,Tabata,-6.82605,39.19472,Tembo Mkwaza,16/10/2007,,,,,,,
Arusha,Arusha,Kati,-3.37488,36.68453,Temdo Saccos,21/04/2001,,,,,,,
Dar es Salaam,Temeke,Keko,-6.84526,39.27247,Temeke Youth Saccos,28/04/2012,,,,,,,
Tabora,Tabora Urban,Kitete,-5.03363,32.81961,Temi,15/08/2009,,,,,,,
Dodoma,Dodoma Urban,Majengo,-6.17886,35.74226,Tempro Saccos Ltd,09/03/2010,,,,,,,
Mbeya,Kyela,Kajunjumele,-9.54102,33.88737,Tenende Saccos,31/01/2014,,,,,,,
Tabora,Tabora Urban,Gongoni,-5.01621,32.81339,Tengeru,09/05/2002,,,,,,,
Arusha,Arumeru,Akheri,-3.37447,36.78664,Tengeru Market Saccos,15/04/2011,,,,,,,
Tabora,Tabora Urban,Kanyenye,-5.02322,32.81356,Tepa Sacco,19/03/2006,,,,,,,
Dar es Salaam,Temeke,Temeke,-6.85889,39.26199,Tewo Saccos,05/06/2005,,,,,,,
Arusha,Arumeru,Akheri,-3.37383,36.78635,Tikundane Saccos,06/02/2007,,,,,,,
Manyara,Mbulu,Tlawi,-3.90787,35.47535,Tlawi Saccos,09/10/2010,,,,,,,
Tabora,Tabora Urban,Itonjanda,-5.02119,32.80405,Tobacco Sacco,25/06/2006,,,,,,,
Tabora,Tabora Urban,Cheyo,-5.03444,32.82666,Total Land Care,20/09/2003,,,,,,,
Tabora,Tabora Urban,Kanyenye,-5.02302,32.81102,Town Centre Sacco,08/10/2003,Yes,Yes,Yes,,,,
Kilimanjaro,Moshi Rural,Arusha Chini,-3.5339,37.32712,Tpc Saccos,01/01/1970,,,,,,,
Arusha,Monduli,Kitumbeine,-3.29762,36.44558,Tra Saccos,23/12/2010,,,,,,,
Arusha,Arusha,Kati,-3.36907,36.69305,Tra Staff Saccos,07/11/2006,,,,,,,
Tabora,Tabora Urban,Kanyenye,-5.01911,32.80484,Transit,19/09/2009,,,,,,,
Tabora,Tabora Urban,Kanyenye,-5.02354,32.80962,Treasure,03/08/2009,,,,,,,
Arusha,Arusha,Kati,-3.37184,36.69477,Ttcl Saccos,01/11/2011,Yes,,,,,,
Dar es Salaam,Temeke,Toangoma,-6.94293,39.27824,Tuanze Saccos,28/06/2010,,,,,,,
Rukwa,Sumbawanga Urban,Mollo,-7.96314,31.6222,Tuavoane Saccos,25/09/1997,,,,,,,
Tabora,Tabora Urban,Cheyo,-5.02405,32.81151,Tuico,05/01/2003,,,,,,,
Rukwa,Sumbawanga Urban,Katandala,-7.96353,31.62213,Tuinuane Saccos,22/05/2013,,,,,,,
Mbeya,Mbeya Urban,Isyesye,-8.90057,33.50242,Tuinuane Sccos,07/08/2012,,,,,,,
Mwanza,Nyamagana,Nyamagana,-2.52239,32.90181,Tujijenge Tanzania Ltd,10/01/2011,,,,,,,
Kilimanjaro,Mwanga,Kifula,-3.63328,37.66879,Tujikomboe Saccos,14/10/2002,Yes,Yes,,,,,
Tabora,Tabora Urban,Cheyo,-5.03268,32.81882,Tujitegemee Project,17/04/2007,,,,,,,
Shinyanga,Bukombe,Ushirombo,-3.46477,31.89563,Tukamuane Saccos,10/02/2011,,,,,,,
Shinyanga,Bukombe,Ushirombo,-3.46628,31.90088,Tukombone Saccos,09/09/2010,,,,,,,
Mbeya,Rungwe,Bulyaga,-9.27429,33.64779,Tukuyu Ttc Saccos,25/02/1990,,,,,,,
Tabora,Tabora Urban,Cheyo,-5.03512,32.81991,Tukuza,14/10/2008,,,,,,,
Shinyanga,Bukombe,Ushirombo,-3.46877,31.89818,Tukwamuane Saccos,17/04/2006,,,,,,,
Dar es Salaam,Temeke,Kigamboni,-6.8226,39.32078,Tulemane Saccos Limited Reg Drs 1078,21/01/2014,,,,,,,
Mbeya,Rungwe,Lwangwa,-9.26915,33.81288,Tulobwike Saccos,15/08/2010,Yes,,Yes,,,,
Dodoma,Mpwapwa,Mpwapwa Mjini,-6.34525,36.48644,Tumain Credit Saccos,20/05/2009,,,,,,,
Manyara,Mbulu,Mbulu Mjini,-3.85561,35.54245,Tumain Kkkt Saccos,01/11/2007,,,,,,,
Tabora,Nzega,Nzega Mjini,-4.21506,33.18394,Tumain Sacco,23/03/2012,Yes,Yes,Yes,,Yes,,
Arusha,Arusha,Kati,-3.37023,36.68758,Tumain Saccos,04/11/1990,,,,,,,
Arusha,Karatu,Karatu,-3.33118,35.66623,Tumaini (Ffs) Saccos Ltd,22/01/2007,,,,,,,
Kagera,Bukoba Rural,Ruhunga,-1.20847,31.40865,Tumaini Missenyi Saccos Ltd,09/02/2007,Yes,,,,Yes,,
Arusha,Arusha,Kati,-3.3655,36.69788,Tumaini Saccos,05/09/1990,,,,,,,
Shinyanga,Kahama,Kahama Mjini,-3.83561,32.59542,Tumainikina Mama Saccos,10/05/2007,,,,,,,
Tabora,Tabora Urban,Tumbi,-5.07302,32.69208,Tumbi Sacco,28/07/2006,,,,,,,
Kagera,Bukoba Urban,Hamgende,-1.32867,31.80674,Tunakopesha Credit Centre,14/04/2013,,,,,,,
Shinyanga,Bukombe,Ushirombo,-3.47182,31.90184,Tunakopesha Saccos,20/10/2010,,,,,,,
Shinyanga,Kahama,Bugarama,-3.29475,32.40513,Tunakosha Saccos,26/05/2007,,,,,,,
Pwani,Kisarawe,Kisarawe,-6.90631,39.07409,Tunda Saccos Ltd,04/02/2005,,,,,,,
Morogoro,Mvomero,Mtibwa,-6.14028,37.63795,Tursacos,15/02/2002,,,,,,,
Tabora,Tabora Urban,Tambukareli,-5.01604,32.81336,Tusa Organization,19/05/2004,,,,,,,
Tabora,Tabora Urban,Gongoni,-5.01914,32.80483,Tutetee Wanawake,21/07/2011,,,,,,,
Kagera,Karagwe,Kayanga,-1.53416,31.15489,Tuungane Saccos Ltd,02/05/2012,,,,,,,
Tabora,Tabora Urban,Kanyenye,-5.02336,32.81008,Tuwajibike Sacco,26/05/2008,,,,,,,
Kagera,Karagwe,Kayanga,-1.54139,31.15444,Tuwaka Saccos Ltd,16/04/2002,,,,,,,
Tabora,Tabora Urban,Isevya,-5.01663,32.81251,Tuwasa Saccos,31/12/2024,,,,,,,
Rukwa,Mpanda,Katumba,-7.96133,31.61016,Twavwanaje Saccos Ltd,12/02/2012,,,,,,,
Kagera,Bukoba Urban,Buhende,-1.28039,31.81648,Tweyabe Kyasha Saccos Ltd,16/05/2012,Yes,,Yes,,,,
Arusha,Arusha,Kati,-3.36446,36.68394,Tweyambe Saccos,28/11/1997,,,,,,,
Mara,Musoma Urban,Nyasho,-1.28016,31.81749,Tweyambe Saccos Ltd,19/04/1993,Yes,,Yes,,,,
Kagera,Muleba,Ijumbi,-1.7224,31.63297,Tweyememu Ijumbi Saccos Ltd,01/03/2011,,,,,,,
Arusha,Arusha,Kati,-3.37335,36.6939,Uamke Elelai Saccos,28/11/2007,,,,,,,
Kilimanjaro,Moshi Urban,Kiboriloni,-3.33478,37.36975,Uamkki Saccos Ltd,26/08/2005,,,,,,,
Mbeya,Mbarali,Ubaruku,-8.67679,34.30681,Ubaruku Saccos,12/04/1994,,,,,,,
Kilimanjaro,Rombo,Ubetu Kahe,-3.35587,37.34032,Ubetu Saccos (Dairy),18/01/2012,,,,,,,
Mbeya,Mbozi,Msia,-9.11137,32.93569,Uchenjezya Saccos,23/05/2002,,,,,,,
Tabora,Tabora Urban,Kitete,-5.03459,32.81867,Uchumi Foundatio,18/11/2007,Yes,Yes,Yes,,Yes,,
Shinyanga,Kahama,Kahama Mjini,-3.83041,32.60429,Udapi Kahama Saccos,19/07/2010,Yes,,Yes,,,,
