region,district,ward,latitude,longitude,agent_name,standalone_agent,other_activities,trading_hours,provider_selcom,selcom_deposits_per_week,selcom_withdrawls_per_week,selcom_num_tills,selcom_training,selcom_training_type,selcom_tariff_guide,selcom_guidance_service_use,provider_maxmalipo,maxmalipo_deposits_per_week,maxmalipo_withdrawls_per_week,maxmalipo_num_tills,maxmalipo_training,maxmalipo_training_type,maxmalipo_tariff_guide,maxmalipo_guidance_service_use,provider_buttonpay,buttonpay_deposits_per_week,buttonpay_withdrawls_per_week,buttonpay_num_tills,buttonpay_training,buttonpay_training_type,buttonpay_tariff_guide,buttonpay_guidance_service_use,bank_local_services,ShoppingCentres_local_services,GeneralDealer_local_services,Caf__local_services,Salon_local_services,Pharmacy_local_services,Bar_local_services,Trader_local_services,ElectronicShop_local_services,BureaudeExchange_local_services,Hotel_local_services,CellularShop_local_services,GroceryStore_local_services,Restaurant_local_services,Other_local_services,Other_local_services_detail,services_utility_payments,services_tax_payments,services_MMT_transfer,services_airtime_purchase,Other than those listed above are there any other services provided?,Please indicate,branding_but__service,Please select,branding_but_no_service_MaxMalipo,branding_but_no_service_Selcom,branding_but_no_service_ButtonPay,branding_but_no_service_other,branding_but_no_service_other_detail
Dar es Salaam,Temeke,Kigamboni,-6.83259,39.31519,Bensar Investment Trader,Conduct other business,Stationary Shop,12 hours,Yes,0,0,0,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,,Yes,Yes,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Temeke,Toangoma,-6.95443,39.28296,Besha Stationery,Conduct other business,Stationary Shop,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,Yes,0,0,1,Yes,Training from other rep,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,Yes,Butcher,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Mwananyamala,-6.78743,39.25293,Best Stationary,Conduct other business,Stationary Shop,12 hours,,,,,,,,,,,,,,,,,Yes,10,10,1,Yes,Formal classroom training,No,Yes,,,,,,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,,,
Dar es Salaam,Temeke,Chang'ombe,-6.84479,39.26776,Pata Mshiko Hapa,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,Yes,Yes,,,Yes,,,Yes,,,,,,,,,
Tabora,Tabora Urban,Gongoni,-5.01409,32.80867,Patco Shop,Stand Alone Agent,,12 hours,,,,,,,,,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,No,,,,,,,,,,,,,,,Yes,Duka,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Mbezi,-6.78984,39.05337,Patric Lutu Shop,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,0,Yes,Formal classroom training,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Mabibo,-6.80577,39.22486,Patric Mambo Shop,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,0,Yes,Formal classroom training,Yes,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,Yes,Yes,,,,,,,,,
Dar es Salaam,Ilala,Ukonga,-6.87988,39.16215,BetreceChrisant,Conduct other business,Stationary Shop,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,Duka,Yes,Yes,,Yes,,,,,,,,,
Dar es Salaam,Temeke,Mtoni,-6.87508,39.27109,Bigabiro Stationary,Conduct other business,Stationary Shop,10 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,No,,,,,,,,,Yes,,,,,Yes,Yes,,,,,,,Yes,,,Yes,Yes,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kimara,-6.81796,39.18018,Patrick Lymo,Stand Alone Agent,,12 hours,,,,,,,,,Yes,30,50,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Temeke,Toangoma,-6.94196,39.27835,Patrick Mnumbu,Stand Alone Agent,,12 hours,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,Photo Studio,Yes,,,Yes,,,,,,,,,
Kilimanjaro,Moshi Urban,Kilimanjaro,-3.35102,37.34216,Patrick Point,Stand Alone Agent,,12 hours,Yes,0,0,0,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Mbezi,-6.79922,39.12585,Patrick Shop,Stand Alone Agent,,12 hours,,,,,,,,,Yes,25,25,1,No,,No,Yes,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,,Yes,Yes,Yes,,,,,,,,,
Dodoma,Kongwa,Kibaigwa,-6.08151,36.64835,Paul Dom Paulo,Stand Alone Agent,,12 hours,,,,,,,,,Yes,23,20,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,Yes,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Temeke,Mbagala,-6.91421,39.27265,Bilhah B Chaila,Conduct other business,Stationary Shop,12 hours,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,Yes,,,,Yes,Yes,Yes,,,,,,,,Yes,Guest House,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Kisutu,-6.81615,39.28675,Biro Impex Limited,Conduct other business,Stationary Shop,12 hours,Yes,0,0,1,Yes,Formal classroom training,No,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,Yes,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Sinza,-6.77547,39.22641,Blaise Shop,Conduct other business,Stationary Shop,10 hours,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Mabibo,-6.80824,39.22017,Boni B Shop,Conduct other business,Stationary Shop,12 hours,Yes,0,0,0,Yes,Formal classroom training,No,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Ilala,Kitunda,-6.9112,39.19113,Paul Tarimo,Stand Alone Agent,,12 hours,Yes,0,0,1,Yes,Formal classroom training,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Cosmetics Shop,Yes,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Ilala,Upanga East,-6.81438,39.27907,Bony Stationary2,Conduct other business,Stationary Shop,12 hours,Yes,0,65,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,Yes,,,,,,,,,
Morogoro,Mvomero,Mzumbe,-6.92314,37.56575,Boom Stationary,Conduct other business,Stationary Shop,12 hours,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,Stationary Shop,Yes,,,Yes,,,,,,,,,
Tanga,Lushoto,Lushoto,-4.79567,38.29321,Bosnia Stationary 2,Conduct other business,Stationary Shop,12 hours,,,,,,,,,Yes,0,0,0,Yes,Formal classroom training,No,Yes,,,,,,,,,,,,,Yes,Yes,Yes,,Yes,,Yes,,,Yes,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Temeke,Mbagala,-6.91535,39.27333,Paulo Fussi,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,Yes,,,,Yes,Yes,Yes,Yes,Yes,,,,,Yes,Yes,Church,Yes,,,Yes,,,,,,,,,
Mwanza,Nyamagana,Pamba,-2.51875,32.9014,Paulo James,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,
Dar es Salaam,Ilala,Segerea,-6.84624,39.18687,Paulo Lumwecha,Stand Alone Agent,,12 hours,Yes,0,0,1,Yes,Formal classroom training,Yes,Yes,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,Yes,,,,,,,,Yes,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Hananasif,-6.79945,39.26813,Paulo Mleyange,Stand Alone Agent,,12 hours,Yes,20,20,1,Yes,Formal classroom training,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Duka,,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Magomeni,-6.80972,39.25657,Paulo Shop,Stand Alone Agent,,12 hours,Yes,45,45,1,No,,No,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,Yes,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Mabibo,-6.80706,39.22272,Paygeey Decoration,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,0,Yes,Formal classroom training,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Temeke,Mbagala,-6.90438,39.26978,Brayan Enteprises,Conduct other business,Stationary Shop,12 hours,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,Yes,Furniture sales,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Goba,-6.71854,39.18018,Peace And Love,Stand Alone Agent,,10 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,,Yes,,Yes,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kinondoni,-6.79033,39.27075,Broadway Stationary,Conduct other business,Stationary Shop,10 hours,,,,,,,,,Yes,8,5,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,
Dar es Salaam,Temeke,Kurasini,-6.85085,39.28205,Brown Mangoka,Conduct other business,Stationary Shop,12 hours,,,,,,,,,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,Yes,Yes,Yes,Yes,,,,,,Yes,Yes,,,Yes,,,Yes,,,,,,,,,
Kigoma,Kigoma Urban,Mwandinga,-4.88945,29.64823,Bwhegembe,Conduct other business,Stationary Shop,12 hours,Yes,6,0,0,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,
Dar es Salaam,Kinondoni,Bunju,-6.61793,39.09867,Peace Shop,Stand Alone Agent,,10 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,Yes,Yes,,,,,,Yes,,,,,,Yes,Television Shop,Yes,Yes,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kimara,-6.7938,39.19389,Pedon Mushodozi,Stand Alone Agent,,12 hours,,,,,,,,,Yes,20,25,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Makuburi,-6.81046,39.2116,Pelagia Maki,Stand Alone Agent,,10 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Buguruni,-6.84361,39.22973,Pembe,Stand Alone Agent,,12 hours,Yes,0,0,1,Yes,Training from other rep,No,No,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Morogoro,Morogoro Urban,Boma,-6.83245,37.67587,Cafe Tetee,Conduct other business,Stationary Shop,12 hours,Yes,0,0,0,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,Yes,,Yes,Internet cafe,Yes,,Yes,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kawe,-6.76912,39.21854,Pendeza Shop,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,Yes,No,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,
Tabora,Tabora Urban,Tambukareli,-5.01673,32.79699,Casims Shop,Conduct other business,Stationary Shop,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,Yes,No,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,
Kigoma,Kigoma Urban,Kibirizi,-4.88688,29.63998,Pendo Communications,Stand Alone Agent,,12 hours,,,,,,,,,Yes,88,0,0,No,,Yes,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,
Morogoro,Morogoro Urban,Mazimbu,-6.80809,37.6501,Cath Stationary,Conduct other business,Stationary Shop,12 hours,,,,,,,,,Yes,0,0,1,No,,No,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,Yes,Duka,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Buguruni,-6.83943,39.23905,Pendo Peter,Stand Alone Agent,,12 hours,Yes,0,0,1,Yes,Formal classroom training,No,Yes,,,,,,,,,Yes,0,0,1,Yes,Formal classroom training,No,Yes,,,,,,,,,,,,,,,Yes,Clothing Shop,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Sinza,-6.77119,39.22385,Ccl Stationary,Conduct other business,Stationary Shop,10 hours,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Chanika,-6.93488,39.18307,Chacha Makuri,Conduct other business,Stationary Shop,12 hours,Yes,0,0,1,Yes,Formal classroom training,Yes,No,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,Yes,Duka,Yes,,,Yes,,,,,,,,,
Tabora,Tabora Urban,Ipuli,-5.01952,32.83979,Chacha Shop,Conduct other business,Stationary Shop,12 hours,,,,,,,,,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,No,,,,,,,,,,,,,,,Yes,Duka,Yes,,,Yes,,,,,,,,,
Tabora,Tabora Urban,Tambukareli,-5.01736,32.80037,Charles,Conduct other business,Stationary Shop,12 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,,,,,
Dar es Salaam,Temeke,Yombo Vituka,-6.88359,39.24307,Penina Michael,Stand Alone Agent,,12 hours,Yes,0,0,1,Yes,Formal classroom training,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Photo Studio,Yes,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Ilala,Ukonga,-6.89757,39.16758,Penina Msungu,Stand Alone Agent,,12 hours,Yes,0,0,1,Yes,Formal classroom training,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Duka,Yes,Yes,,Yes,,,,,,,,,
Arusha,Arumeru,Maroroni,-3.56177,36.97901,Peris Shop,Stand Alone Agent,,12 hours,,,,,,,,,Yes,13,1,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,,Yes,Yes,,,,,,,,,,,
Dar es Salaam,Temeke,Mbagala,-6.90957,39.28919,Charles Mpondo,Conduct other business,Stationary Shop,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,Tailoring Shop,Yes,,,Yes,,,,,,,,,
Mwanza,Ilemela,Igoma,-2.54447,32.98293,Persovers Shop,Stand Alone Agent,,12 hours,,,,,,,,,Yes,20,30,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,Yes,Yes,,Yes,Yes,,,,Yes,Yes,,,,,Yes,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kinondoni,-6.78606,39.26561,Pery Shop,Stand Alone Agent,,12 hours,Yes,0,0,1,Yes,Formal classroom training,No,Yes,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,Yes,Duka,Yes,Yes,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Kariakoo,-6.81837,39.27725,Pesa Kwanza Shop,Stand Alone Agent,,12 hours,Yes,0,0,0,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,,Yes,,,Yes,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Mbezi,-6.78442,39.11608,Chocullete,Conduct other business,Stationary Shop,12 hours,Yes,0,0,0,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,
Dar es Salaam,Temeke,Mbagala,-6.90559,39.26795,Mobile Financial Ltd,Conduct other business,CD&DVD Library,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,Hardware Shop,Yes,,,Yes,,,Yes,,No,No,No,Yes,Ezy Pesa
Dar es Salaam,Temeke,Yombo Vituka,-6.89284,39.23525,Peter,Stand Alone Agent,,12 hours,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Tandale,-6.78989,39.24293,Christian John Shop,Conduct other business,Stationary Shop,12 hours,Yes,0,0,1,Yes,Formal classroom training,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Ukonga,-6.88385,39.15326,Peter Clement,Stand Alone Agent,,12 hours,,,,,,,,,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,Yes,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kimara,-6.79002,39.13876,Peter Clinton Shop,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,0,Yes,Formal classroom training,No,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,Duka,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Temeke,Kigamboni,-6.8397,39.31907,Christina Mkuku,Conduct other business,Stationary Shop,12 hours,Yes,0,0,0,No,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Msasani,-6.76682,39.26865,Peter J Silayo,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,Yes,Duka,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Manzese,-6.79989,39.23409,Classic Statinary,Conduct other business,Stationary Shop,12 hours,,,,,,,,,,,,,,,,,Yes,0,0,0,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,
Dar es Salaam,Ilala,Ukonga,-6.88628,39.14298,Peter Joseph Masawe,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,1,Yes,Formal classroom training,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Temeke,Temeke,-6.85356,39.26397,Consalver Malibate,Conduct other business,Stationary Shop,12 hours,,,,,,,,,Yes,0,0,1,Yes,Formal classroom training,No,No,,,,,,,,,,,,,Yes,,,,Yes,,,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Temeke,Mtoni,-6.86764,39.28196,Peter Mvugusi,Stand Alone Agent,,12 hours,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,Yes,Yes,,,Yes,,,Yes,,,,,,,,,
Tabora,Nzega,Nzega Mjini,-4.21756,33.18928,Peter Ramadhan,Stand Alone Agent,,12 hours,,,,,,,,,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,Yes,,,,,,,,,,,,,Yes,,Yes,Yes,,,,,,,,,
Dar es Salaam,Ilala,Kinyerezi,-6.82683,39.16681,Peter Shop,Stand Alone Agent,,12 hours,Yes,100,100,1,No,,No,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,
Arusha,Arusha,Sombetini,-3.39949,36.65869,Peter Shop,Stand Alone Agent,,12 hours,,,,,,,,,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,No,Yes,Yes,Yes,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Sinza,-6.77029,39.23038,Peter Shop,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,No,,,,,,,,,,,,Yes,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Temeke,Kigamboni,-6.83569,39.31987,Cotrida Mtega,Conduct other business,Stationary Shop,12 hours,Yes,0,60,1,Yes,Formal classroom training,No,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,Yes,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Temeke,Mtoni,-6.8839,39.28118,D One,Conduct other business,Stationary Shop,12 hours,Yes,0,0,1,Yes,Training from other rep,No,No,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Mbezi,-6.79829,39.11344,Peter Stationary,Stand Alone Agent,,12 hours,Yes,35,35,1,Yes,Formal classroom training,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Temeke,Mbagala,-6.91355,39.25764,Petro Dauson,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,Market,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Mikocheni,-6.76568,39.22849,Petro Philip,Stand Alone Agent,,10 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,,Yes,,Yes,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kijitonyama,-6.76576,39.22837,Petro Shop,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,Yes,No,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Makuburi,-6.81405,39.21311,Dable Action,Conduct other business,Stationary Shop,12 hours,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Duka,Yes,,,Yes,,,,,,,,,
Dodoma,Dodoma Urban,Uhuru,-6.17568,35.74578,Dana Stationary,Conduct other business,Stationary Shop,12 hours,,,,,,,,,Yes,16,17,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Temeke,Kigamboni,-6.86034,39.31038,Daniel Mwita,Conduct other business,Stationary Shop,12 hours,,,,,,,,,Yes,0,0,0,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,Yes,,,,Yes,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kimara,-6.78605,39.19068,Phidelis Hoza,Stand Alone Agent,,12 hours,,,,,,,,,Yes,5,5,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Temeke,Toangoma,-6.94131,39.27854,Phil Shop,Stand Alone Agent,,12 hours,Yes,0,0,1,Yes,Training from other rep,No,Yes,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,Hardware Shop,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Temeke,Toangoma,-6.94198,39.27898,Philbert Chaula,Stand Alone Agent,,12 hours,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,Butcher,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Temeke,Toangoma,-6.94168,39.27959,Philbert L Chaula,Stand Alone Agent,,12 hours,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,Butcher,Yes,,,Yes,,,,,,,,,
Morogoro,Morogoro Urban,Mwembesongo,-6.80543,37.66479,Philemon Kamanga,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,No,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,Yes,,,,,,,,,
Morogoro,Morogoro Urban,Sultan Area,-6.83416,37.66036,Philemon Mbatia,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,0,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,Duka,Yes,,Yes,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Sinza,-6.77319,39.22253,Daniel Nkonya,Conduct other business,Stationary Shop,12 hours,,,,,,,,,Yes,2,3,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,Yes,,,,,Yes,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Magomeni,-6.80333,39.24611,Daudi,Conduct other business,Stationary Shop,12 hours,Yes,0,0,1,Yes,Training from other rep,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,,No,Yes,No,No,
Dar es Salaam,Ilala,Kipawa,-6.85849,39.20407,Davina Kavishe,Conduct other business,Stationary Shop,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,
Pwani,Mkuranga,Vikindu,-6.97506,39.28905,Phill Shop,Stand Alone Agent,,12 hours,Yes,0,120,1,Yes,Formal classroom training,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Duka,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kigogo,-6.8188,39.24255,Debora Makumbati,Conduct other business,Stationary Shop,12 hours,,,,,,,,,Yes,10,10,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,Yes,,Yes,,,,,,,,,
